ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount,Action,Import Status,Reason,
030200.004,4,Exercise Option and add funding.,2017-02-01T00:00:00,2020-01-31T00:00:00,0,600000.00, ,Success,Added successfully,
030201,0,NULL,2016-07-08T00:00:00,2019-05-31T00:00:00,0,0, ,Success,Added successfully,
030201,1,NULL,10/18/2019,10/18/2019,0,0, ,Fail,Duplicate Mod Title,
030201,2,minimum guarantee mod,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030201.001,0,NULL,2016-08-17T00:00:00,2017-05-01T00:00:00,0,99059.00, ,Success,Added successfully,
030202.001,0,NULL,2016-07-18T00:00:00,2016-12-01T00:00:00,0,14870.58, ,Success,Added successfully,
030203,0,NULL,2016-07-22T00:00:00,2022-01-31T00:00:00,0,0, ,Success,Added successfully,
030203,1,Administrative mod to correct end date and change CO to Laura Mabe.   All other terms and conditions remain unchanged  .  ,2016-05-24T00:00:00,2017-05-23T00:00:00,0,0, ,Success,Added successfully,
030203.001,0,NULL,2016-08-04T00:00:00,2016-12-31T00:00:00,0,446481.00, ,Success,Added successfully,
030203.001,02,"Modification 02 extends the Period of Performance to September 29, 2019.",2016-08-04T00:00:00,2019-09-29T00:00:00,0,0, ,Success,Added successfully,
030203.001,1,"The official Mod 1 increases the contract by $45,000.00 and changes the completion date to 3/30/2018.",2016-08-04T00:00:00,2018-03-30T00:00:00,0,45000.00, ,Success,Added successfully,
030203.002,0,Task order from IDIQ,2017-09-22T00:00:00,2018-09-21T00:00:00,0,158657.00, ,Success,Added successfully,
030203.002,01,"POP Extension to May 21, 2019",2017-09-22T00:00:00,2019-05-21T00:00:00,0,0, ,Success,Added successfully,
030203.003,0,NULL,2017-09-29T00:00:00,2018-09-28T00:00:00,0,0, ,Success,Added successfully,
030203.003,01,Notice to Proceed and signed modification.,10/18/2019,10/18/2019,0,684585.00, ,Success,Added successfully,
030203.003,02,"POP Extension to June 28, 2019.",2017-09-29T00:00:00,2019-06-19T00:00:00,0,0, ,Success,Added successfully,
030203.004,0,"This email stands as your NTP for the wetlands delineation referenced below in the NTE amount of $10,000.   An official statement of work along with a RFQ will be sent out early next week. As soon as the Government has determined your price/approach are considered fair and reasonable and meet the requirements of the RFQ, I will issue a funded task order.    ",2018-02-01T00:00:00,2018-05-16T00:00:00,0,0, ,Fail,Error while updating in database i.e: String or binary data would be truncated.
The statement has been terminated.,
030203.004,0,Actual Contract which followed the NTP.,2018-03-15T00:00:00,2018-05-23T00:00:00,0,24488.00, ,Success,Added successfully,
030204.001,0,NULL,2016-08-01T00:00:00,2016-11-30T00:00:00,0,17944.00, ,Success,Added successfully,
030204.001,1,NULL,2016-08-01T00:00:00,2017-01-16T00:00:00,0,0, ,Fail,Duplicate Mod Title,
030204.001,2,NULL,2016-08-01T00:00:00,2017-01-23T00:00:00,0,0, ,Fail,Duplicate Mod Title,
030205,0,NULL,2016-08-10T00:00:00,2018-08-09T00:00:00,0,66144.00, ,Success,Added successfully,
030205,1,NULL,10/18/2019,10/18/2019,0,3274.00, ,Fail,Duplicate Mod Title,
030206,0,NULL,2016-08-08T00:00:00,2016-10-14T00:00:00,0,34562.00, ,Success,Added successfully,
030207,0,NULL,2016-08-23T00:00:00,2017-06-30T00:00:00,0,98522.00, ,Success,Added successfully,
030207,1,NULL,2016-08-23T00:00:00,2018-07-31T00:00:00,0,6747.00, ,Fail,Duplicate Mod Title,
030207,2,NULL,2016-08-23T00:00:00,2018-12-31T00:00:00,0,47193.00, ,Fail,Duplicate Mod Title,
030207,3,NULL,2016-08-23T00:00:00,2019-12-31T00:00:00,0,10398.64, ,Fail,Duplicate Mod Title,
030207,4,This Modification is for Resource Surveying and Environmental Assessment for Fiber Optic Line Installation in Yellowstone National Park and will be tracked as 030207.002. ,2016-08-23T00:00:00,2020-03-31T00:00:00,0,161452.47, ,Success,Added successfully,
030208,0,NULL,2016-08-23T00:00:00,2017-02-28T00:00:00,0,11185.00, ,Success,Added successfully,
030209,0,NULL,2016-07-01T00:00:00,2017-06-30T00:00:00,,NULL, ,Fail,Contract doesn't exist,
030209.001,0,NULL,2016-08-01T00:00:00,2016-10-31T00:00:00,0,7500.00, ,Success,Added successfully,
030210.001,0,NULL,2016-09-15T00:00:00,2017-09-14T00:00:00,0,199669.87, ,Success,Added successfully,
030211,0,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030211,1,NULL,2015-09-24T00:00:00,2017-07-31T00:00:00,0,94874.00, ,Fail,Duplicate Mod Title,
030212.001,0,NULL,2016-09-21T00:00:00,2016-12-31T00:00:00,0,3922.14, ,Success,Added successfully,
030212.002,0,NULL,2016-10-24T00:00:00,2017-06-30T00:00:00,0,3772.14, ,Success,Added successfully,
030212.003,0,NULL,2016-10-24T00:00:00,2017-06-30T00:00:00,0,3059.55, ,Success,Added successfully,
030212.004,0,NULL,2016-10-24T00:00:00,2017-06-30T00:00:00,0,2489.59, ,Success,Added successfully,
030212.005,0,NULL,2016-10-24T00:00:00,2017-06-30T00:00:00,0,2280.32, ,Success,Added successfully,
030212.006,0,NULL,2016-10-24T00:00:00,2017-06-30T00:00:00,0,3710.51, ,Success,Added successfully,
030213,0,NULL,2016-09-23T00:00:00,2017-09-23T00:00:00,0,99876.53, ,Success,Added successfully,
030213,1,NULL,2016-09-23T00:00:00,2017-12-22T00:00:00,0,0, ,Fail,Duplicate Mod Title,
030214,0,NULL,2016-09-26T00:00:00,2017-09-30T00:00:00,0,201296.64, ,Success,Added successfully,
030214,1,NULL,10/18/2019,10/18/2019,0,-10624.29, ,Fail,Duplicate Mod Title,
030214,Admin,Termination for Convenience,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030215.001,0,NULL,2016-09-28T00:00:00,2017-08-17T00:00:00,0,5405.37, ,Success,Added successfully,
030216,0,NULL,2016-09-30T00:00:00,2017-09-30T00:00:00,0,147762.68, ,Success,Added successfully,
030216,1,No-cost period of performance extension.,2016-09-30T00:00:00,2017-12-15T00:00:00,0,0, ,Success,Added successfully,
030216,2,No cost time extension.,2016-09-30T00:00:00,2018-03-15T00:00:00,0,0, ,Success,Added successfully,
030217,0,NULL,2016-09-30T00:00:00,2017-09-30T00:00:00,0,458007.11, ,Success,Added successfully,
030217,1,NULL,2016-09-30T00:00:00,2017-12-15T00:00:00,0,93408.68, ,Fail,Duplicate Mod Title,
030217,2,No cost time extension.,2016-09-30T00:00:00,2018-03-21T00:00:00,0,0, ,Success,Added successfully,
030218,0,NULL,2016-10-01T00:00:00,2017-09-29T00:00:00,0,46000.00, ,Success,Added successfully,
030218,1,NULL,10/18/2019,10/18/2019,0,72503.60, ,Fail,Duplicate Mod Title,
030218,2,NULL,10/18/2019,10/18/2019,0,55772.00, ,Fail,Duplicate Mod Title,
030218,3,NULL,2016-10-01T00:00:00,2018-03-31T00:00:00,0,0, ,Fail,Duplicate Mod Title,
030219,0,NULL,2016-10-01T00:00:00,2017-09-30T00:00:00,0,0, ,Success,Added successfully,
030219.001,0,NULL,2016-10-01T00:00:00,2016-11-30T00:00:00,0,2673.00, ,Success,Added successfully,
030219.001,1,NULL,2016-10-01T00:00:00,2017-03-31T00:00:00,0,0, ,Fail,Duplicate Mod Title,
030220.001,0,NULL,2016-10-07T00:00:00,2016-11-30T00:00:00,0,678.00, ,Success,Added successfully,
030221,0,NULL,2016-10-24T00:00:00,2017-04-05T00:00:00,0,10975.00, ,Success,Added successfully,
030221,1,NULL,2016-10-24T00:00:00,2017-07-31T00:00:00,0,2100.00, ,Fail,Duplicate Mod Title,
030222.001,0,NULL,2016-11-09T00:00:00,2018-04-30T00:00:00,0,35435.93, ,Success,Added successfully,
030223.001,0,NULL,2016-11-09T00:00:00,2018-04-30T00:00:00,0,35341.33, ,Success,Added successfully,
030224.001,0,NULL,2016-09-30T00:00:00,2017-06-30T00:00:00,0,15000.00, ,Success,Added successfully,
030225,0,NULL,2016-11-20T00:00:00,2016-12-31T00:00:00,0,1187.36, ,Success,Added successfully,
030225,01,NULL,2016-11-20T00:00:00,2017-02-28T00:00:00,0,1507.00, ,Fail,Duplicate Mod Title,
030226,0,NULL,2016-12-08T00:00:00,2017-12-31T00:00:00,0,5536.00, ,Success,Added successfully,
030227,.0,NULL,2016-12-08T00:00:00,2017-01-31T00:00:00,0,4369.00, ,Success,Added successfully,
030228.001,0,NULL,2016-12-12T00:00:00,2017-06-12T00:00:00,0,46077.60, ,Success,Added successfully,
030228.001,1,NULL,2016-12-12T00:00:00,2017-08-31T00:00:00,0,0, ,Fail,Duplicate Mod Title,
030229.001,0,NULL,2016-12-19T00:00:00,2017-01-20T00:00:00,0,2914.65, ,Success,Added successfully,
030230.001,0,NULL,2016-12-19T00:00:00,2017-03-15T00:00:00,0,17794.12, ,Success,Added successfully,
030231.001,0,NULL,2017-01-02T00:00:00,2017-03-31T00:00:00,0,5295.00, ,Success,Added successfully,
030232.001,0,NULL,2017-01-30T00:00:00,2017-12-31T00:00:00,0,75000.00, ,Success,Added successfully,
030233,0,30129.002 was changed to the new project #30233.,2017-01-31T00:00:00,2018-01-30T00:00:00,0,47382.32, ,Success,Added successfully,
030233,1,NULL,2017-01-31T00:00:00,2019-01-30T00:00:00,0,42861.48, ,Success,Added successfully,
030233,2,Exercise OY2 and add funding.,2017-01-31T00:00:00,2020-01-30T00:00:00,0,21551.72, ,Success,Added successfully,
030234.001,0,NULL,2017-03-01T00:00:00,2017-06-30T00:00:00,0,12000.00, ,Success,Added successfully,
030235.001,0,NULL,2017-04-12T00:00:00,2017-05-31T00:00:00,0,4343.15, ,Success,Added successfully,
030235.001,1,NULL,2017-04-12T00:00:00,2017-12-29T00:00:00,0,0, ,Fail,Duplicate Mod Title,
030236.001,0,NULL,2017-04-17T00:00:00,2017-05-31T00:00:00,0,1500.00, ,Success,Added successfully,
030237.001,0,NULL,2017-05-08T00:00:00,2017-12-29T00:00:00,0,4500.00, ,Success,Added successfully,
030238.001,0,NULL,2017-05-17T00:00:00,2017-09-11T00:00:00,0,9997.00, ,Success,Added successfully,
030239,0,NULL,2017-05-11T00:00:00,2017-09-30T00:00:00,0,4990.00, ,Success,Added successfully,
030240,0,NULL,2017-05-11T00:00:00,2017-09-30T00:00:00,0,4990.00, ,Success,Added successfully,
030241,0,NULL,2017-05-16T00:00:00,2017-09-30T00:00:00,0,2431.00, ,Success,Added successfully,
030242.001,0,NULL,2017-06-05T00:00:00,2017-07-03T00:00:00,0,2800.00, ,Success,Added successfully,
030243.000,0,NULL,2017-06-08T00:00:00,2017-08-31T00:00:00,0,0, ,Success,Added successfully,
030244.001,0,NULL,2017-06-12T00:00:00,2017-12-29T00:00:00,0,16110.12, ,Success,Added successfully,
030244.002,0,NULL,2017-11-08T00:00:00,2017-11-30T00:00:00,0,1000.00, ,Success,Added successfully,
030245.001,0,NULL,2017-06-19T00:00:00,2017-08-31T00:00:00,0,3700.00, ,Success,Added successfully,
030246.001,0,NULL,2017-06-23T00:00:00,2018-09-07T00:00:00,0,143938.00, ,Success,Added successfully,
030246.001,1,Administrative mod to change forms.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030246.001,2,Revised schedule,2017-06-23T00:00:00,2018-12-19T00:00:00,0,0, ,Success,Added successfully,
030247,0,NULL,2017-06-19T00:00:00,2017-07-31T00:00:00,0,2750.00, ,Success,Added successfully,
030247,1,NULL,10/18/2019,10/18/2019,0,500.00, ,Fail,Duplicate Mod Title,
030248.001,0,NULL,2017-06-26T00:00:00,2017-10-31T00:00:00,0,22440.00, ,Success,Added successfully,
030248.002,0,NULL,2017-06-26T00:00:00,2017-10-31T00:00:00,0,6870.00, ,Success,Added successfully,
030248.003,0,NULL,2017-06-26T00:00:00,2017-10-31T00:00:00,0,11894.00, ,Success,Added successfully,
030249,1,Option Year 1 Exercised,2017-07-01T00:00:00,2019-06-30T00:00:00,0,1638838.89, ,Success,Added successfully,
030249,2,Add money for submitted REA.,10/18/2019,10/18/2019,0,282547.43, ,Success,Added successfully,
030249,3,Remaining funding for REA.,10/18/2019,10/18/2019,0,124639.37, ,Success,Added successfully,
030249,4,"Exercise Option 2, update wage determination.",2017-07-01T00:00:00,2020-06-30T00:00:00,0,1688026.00, ,Success,Added successfully,
030249,5,Additional funding for 030249.004.02.,10/18/2019,10/18/2019,0,75000.00, ,Success,Added successfully,
030250.001,0,NULL,2017-06-30T00:00:00,2017-07-31T00:00:00,0,3310.00, ,Success,Added successfully,
030250.001,1,NULL,2017-06-30T00:00:00,2017-11-16T00:00:00,0,-1000.00, ,Fail,Duplicate Mod Title,
030251,0,NULL,2017-07-04T00:00:00,2018-06-30T00:00:00,0,0, ,Success,Added successfully,
030251,1,NULL,2017-07-04T00:00:00,2020-06-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
030252.001,0,NULL,2017-07-07T00:00:00,2017-09-30T00:00:00,0,4000.00, ,Success,Added successfully,
030253.001,0,NULL,2017-07-07T00:00:00,2017-08-31T00:00:00,0,1000.00, ,Success,Added successfully,
030254.001,0,Adjusted the period of performance to match the contract document.,2017-06-01T00:00:00,2017-10-16T00:00:00,0,156800.00, ,Success,Added successfully,
030254.001,1,NULL,2017-06-01T00:00:00,2019-04-30T00:00:00,0,162628.00, ,Success,Added successfully,
030254.001,2,Option exercised,2017-06-01T00:00:00,2019-09-30T00:00:00,0,201239.41, ,Success,Added successfully,
030255.001,0,NULL,2017-07-18T00:00:00,2017-08-30T00:00:00,0,6943.00, ,Success,Added successfully,
030256.001,0,NULL,10/18/2019,10/18/2019,0,2491.29, ,Success,Added successfully,
030257.001,0,NULL,2017-07-25T00:00:00,2017-08-31T00:00:00,0,1000.00, ,Success,Added successfully,
030258.001,0,NULL,2017-07-25T00:00:00,2017-10-31T00:00:00,0,5000.00, ,Success,Added successfully,
030259,0,NULL,2017-08-01T00:00:00,2018-04-30T00:00:00,0,0, ,Success,Added successfully,
030259,1,NULL,10/18/2019,10/18/2019,0,0, ,Fail,Duplicate Mod Title,
030259,2,Add invoicing language.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030259,3,Exercise Option Year 1 and incorporate new wage determinations.,2017-08-01T00:00:00,2019-04-30T00:00:00,0,0, ,Success,Added successfully,
030259.001,0,NULL,2017-08-01T00:00:00,2018-12-31T00:00:00,0,64411.51, ,Success,Added successfully,
030259.001,1,Change in CO,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030259.001,2,Extend pop to require final draft report submittal by 6/30/2019.,2017-08-01T00:00:00,2019-07-31T00:00:00,0,0, ,Success,Added successfully,
030259.002,0,NULL,2017-08-01T00:00:00,2018-12-01T00:00:00,0,32307.02, ,Success,Added successfully,
030259.002,1,Increase based on REA submitted by PM.,10/18/2019,10/18/2019,0,818.72, ,Success,Added successfully,
030259.002,2,Change in CO,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030259.003,0,NULL,2017-08-01T00:00:00,2018-12-01T00:00:00,0,50748.48, ,Success,Added successfully,
030259.003,1,POP Extension due to fires.,2017-08-01T00:00:00,2019-10-01T00:00:00,0,0, ,Success,Added successfully,
030259.003,2,Change in CO,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030259.004,0,NULL,2017-08-01T00:00:00,2018-12-01T00:00:00,0,45634.20, ,Success,Added successfully,
030259.004,1,Change in CO,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030259.005,0,NULL,2017-08-23T00:00:00,2018-12-15T00:00:00,0,67750.20, ,Success,Added successfully,
030259.005,1,NULL,10/18/2019,10/18/2019,0,267.46, ,Fail,Duplicate Mod Title,
030259.005,2,Change in CO.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030259.006,0,NULL,2018-05-03T00:00:00,2019-03-29T00:00:00,0,10698.40, ,Success,Added successfully,
030259.006,1,Change in CO,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030259.006,2,NULL,10/18/2019,10/18/2019,0,4878.75, ,Fail,Duplicate Mod Title,
030259.007,0,NULL,2018-05-08T00:00:00,2019-05-15T00:00:00,0,8690.28, ,Success,Added successfully,
030259.007,1,Add one additional site evaluation.,10/18/2019,10/18/2019,0,268.00, ,Success,Added successfully,
030259.007,2,Change in CO,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030260,0,Fully executed contract attached.,2017-08-01T00:00:00,2018-09-01T00:00:00,0,10000.00, ,Success,Added successfully,
030260,1,NULL,10/18/2019,10/18/2019,0,8022.32, ,Success,Added successfully,
030261.001,0,NULL,2017-07-17T00:00:00,2017-08-31T00:00:00,0,3400.00, ,Success,Added successfully,
030262,0,NULL,2017-08-09T00:00:00,2018-08-08T00:00:00,0,51767.83, ,Success,Added successfully,
030262,1,Period of Performance extension.,2017-08-09T00:00:00,2019-05-31T00:00:00,0,0, ,Success,Added successfully,
030263,0,NULL,2017-08-17T00:00:00,2017-10-31T00:00:00,0,4000.00, ,Success,Added successfully,
030264,0,NULL,2017-08-31T00:00:00,2019-12-31T00:00:00,0,0, ,Success,Added successfully,
030265,0,NULL,2017-09-06T00:00:00,2018-04-18T00:00:00,0,60482.87, ,Success,Added successfully,
030265,1,POP extension and increase in price.,2017-09-06T00:00:00,2018-05-09T00:00:00,0,23417.52, ,Success,Added successfully,
030266,0,NULL,2017-09-06T00:00:00,2018-01-05T00:00:00,0,23700.00, ,Success,Added successfully,
030266,1,No cost time extension.,2017-09-06T00:00:00,2018-05-31T00:00:00,0,0, ,Success,Added successfully,
030266,2,POP Extension,2017-09-06T00:00:00,2018-08-10T00:00:00,0,0, ,Success,Added successfully,
030266,3,Period of performance extension.,2017-09-06T00:00:00,2019-05-31T00:00:00,0,0, ,Success,Added successfully,
030267,0,NULL,2017-09-05T00:00:00,2018-12-27T00:00:00,0,9118.00, ,Success,Added successfully,
030268,0,NULL,2017-09-11T00:00:00,2017-10-31T00:00:00,0,2431.00, ,Success,Added successfully,
030269.001,0,NULL,2017-09-11T00:00:00,2018-02-15T00:00:00,0,6000.00, ,Success,Added successfully,
030269.001,1,No cost time extension.,2017-09-11T00:00:00,2019-09-30T00:00:00,0,0, ,Success,Added successfully,
030270,0,NULL,2017-09-11T00:00:00,2017-09-15T00:00:00,0,5000.00, ,Success,Added successfully,
030271.001,0,NULL,2017-09-11T00:00:00,2017-09-30T00:00:00,0,991.12, ,Success,Added successfully,
030272,0,NULL,2017-09-14T00:00:00,2017-10-31T00:00:00,0,1575.00, ,Success,Added successfully,
030273,0,NULL,2017-09-14T00:00:00,2017-10-31T00:00:00,0,1700.00, ,Success,Added successfully,
030274,0,NULL,2017-09-14T00:00:00,2017-12-01T00:00:00,0,27496.50, ,Success,Added successfully,
030276,0,NULL,2017-09-18T00:00:00,2019-03-18T00:00:00,0,447842.00, ,Success,Added successfully,
030276,1,POP Extension,2017-09-18T00:00:00,2019-06-18T00:00:00,0,0, ,Success,Added successfully,
030277,0,NULL,2017-09-15T00:00:00,2018-04-02T00:00:00,0,15000.00, ,Success,Added successfully,
030277,1,NULL,2017-09-15T00:00:00,2018-04-30T00:00:00,0,10000.00, ,Fail,Duplicate Mod Title,
030278,0,NULL,2017-09-25T00:00:00,2017-12-08T00:00:00,0,58579.29, ,Success,Added successfully,
030279,0,NULL,2017-09-22T00:00:00,2018-09-21T00:00:00,0,99718.04, ,Success,Added successfully,
030280,0,NULL,2017-09-20T00:00:00,2018-09-09T00:00:00,0,124973.40, ,Success,Added successfully,
030280,1,NULL,10/18/2019,10/18/2019,0,69374.49, ,Fail,Duplicate Mod Title,
030281,0,NULL,2017-09-28T00:00:00,2018-09-30T00:00:00,0,52320.00, ,Success,Added successfully,
030281,1,Accept Option Year 1.  Acreage rates increase to $35.93 each.,2017-09-28T00:00:00,2019-09-30T00:00:00,0,53895.00, ,Success,Added successfully,
030281,2,Add an additional 1000 acres at $35.93 each.,10/18/2019,10/18/2019,0,35930.00, ,Success,Added successfully,
030282,0,NULL,2017-09-29T00:00:00,2018-09-28T00:00:00,0,139569.37, ,Success,Added successfully,
030283,0,NULL,2017-09-25T00:00:00,2022-09-24T00:00:00,0,0, ,Success,Added successfully,
030283.001,0,NULL,2017-10-02T00:00:00,2018-09-29T00:00:00,0,36916.00, ,Success,Added successfully,
030283.002,0,NULL,2018-06-18T00:00:00,2018-08-31T00:00:00,0,83606.98, ,Success,Added successfully,
030283.003,0,NULL,2018-09-19T00:00:00,2020-09-18T00:00:00,0,85673.51, ,Success,Added successfully,
030283.004,0,NULL,2018-09-25T00:00:00,2020-03-24T00:00:00,0,79934.11, ,Success,Added successfully,
030284,0,NULL,2017-10-06T00:00:00,2018-12-31T00:00:00,0,0, ,Success,Added successfully,
030284.001,0,NULL,2017-10-05T00:00:00,2017-12-31T00:00:00,0,85000.00, ,Success,Added successfully,
030284.001,1,Add Funding/Ceiling.,10/18/2019,10/18/2019,0,110000.00, ,Success,Added successfully,
030284.001,2,Period of performance extension.,2017-10-05T00:00:00,2018-12-31T00:00:00,0,0, ,Success,Added successfully,
030284.001,3,"POP extension and incorporation of new rate effective May 1, 2019.",2017-10-05T00:00:00,2019-12-31T00:00:00,0,0, ,Success,Added successfully,
030284.002,0,NULL,2017-10-20T00:00:00,2017-12-31T00:00:00,0,12500.00, ,Success,Added successfully,
030285.002,0,NULL,2017-09-29T00:00:00,2018-09-28T00:00:00,0,107957.69, ,Success,Added successfully,
030285.002,1,"Exercise Option, add funding, extend period of performance, incorporate new wage determination.",2017-09-29T00:00:00,2019-09-28T00:00:00,0,57270.25, ,Success,Added successfully,
030285.002,P00002,Exercised CLINS 0009-0012 and CLIN 0015,2017-09-29T00:00:00,2020-09-28T00:00:00,0,38311.11, ,Success,Added successfully,
030285.003,0,NULL,2018-08-06T00:00:00,2019-04-30T00:00:00,0,37047.73, ,Success,Added successfully,
030285.003,1,Exercise Options 1 and 3.,2018-08-06T00:00:00,2020-04-30T00:00:00,0,153269.64, ,Success,Added successfully,
030285.003,2,Exercise Option 5.,10/18/2019,10/18/2019,0,48644.56, ,Success,Added successfully,
030285.003,CN-01,approved change notice for concrete rubble,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
030286,0,NULL,2017-10-05T00:00:00,2017-12-31T00:00:00,0,4500.00, ,Success,Added successfully,
030287,0,NULL,2017-10-05T00:00:00,2017-10-31T00:00:00,0,2499.99, ,Success,Added successfully,
030288,0,NULL,2017-10-09T00:00:00,2017-12-31T00:00:00,0,0, ,Success,Added successfully,
030288.001,0,NULL,2017-10-09T00:00:00,2018-05-31T00:00:00,0,3071.63, ,Success,Added successfully,
030288.002,0,NULL,2017-11-22T00:00:00,2018-02-22T00:00:00,0,3707.31, ,Success,Added successfully,
030288.003,0,NULL,2018-10-08T00:00:00,2019-02-28T00:00:00,0,5000.00, ,Success,Added successfully,
030288.01A,0,NULL,2017-10-09T00:00:00,2017-12-31T00:00:00,0,3071.63, ,Success,Added successfully,
030289,0,NULL,2017-10-09T00:00:00,2017-12-31T00:00:00,0,3000.00, ,Success,Added successfully,
030291,0,NULL,2017-10-18T00:00:00,2017-12-31T00:00:00,0,6000.00, ,Success,Added successfully,
030292,0,NULL,2017-09-27T00:00:00,2018-03-01T00:00:00,0,18000.00, ,Success,Added successfully,
030293,0,NULL,2017-11-06T00:00:00,2017-11-30T00:00:00,0,1650.00, ,Success,Added successfully,
030293,1,Verbal authorization for additional work.,10/18/2019,10/18/2019,0,1265.00, ,Success,Added successfully,
030294,0,NULL,2017-11-06T00:00:00,2017-11-30T00:00:00,0,1650.00, ,Success,Added successfully,
030295,0,NULL,2017-11-06T00:00:00,2018-01-03T00:00:00,0,7445.00, ,Success,Added successfully,
030296,0,NULL,2017-12-12T00:00:00,2018-05-16T00:00:00,0,5000.00, ,Success,Added successfully,
030299,0,NULL,2018-01-31T00:00:00,2018-02-03T00:00:00,0,4110.00, ,Success,Added successfully,
030301.001,0,NULL,2018-01-15T00:00:00,2018-08-31T00:00:00,0,34051.00, ,Success,Added successfully,
030302,0,NULL,2018-01-17T00:00:00,2018-05-31T00:00:00,0,2492.00, ,Success,Added successfully,
030303,0,NULL,2018-01-23T00:00:00,2018-06-30T00:00:00,0,4990.00, ,Success,Added successfully,
030304,0,NULL,2018-01-23T00:00:00,2018-06-30T00:00:00,0,9500.00, ,Success,Added successfully,
030305,0,NULL,2018-01-18T00:00:00,2018-06-29T00:00:00,0,7986.00, ,Success,Added successfully,
030306,0,NULL,2018-01-29T00:00:00,2018-05-11T00:00:00,0,18877.00, ,Success,Added successfully,
030306,1,Mod 1 adds Tasks 5 and 6 and extends the completion date to 5/15/2019.,2018-01-29T00:00:00,2019-05-15T00:00:00,0,11895.00, ,Success,Added successfully,
030307,0,NULL,2018-01-31T00:00:00,2018-06-30T00:00:00,0,7000.00, ,Success,Added successfully,
030308,0,NULL,2018-02-01T00:00:00,2018-05-31T00:00:00,0,2492.00, ,Success,Added successfully,
030309,0,NULL,2018-02-12T00:00:00,2018-12-31T00:00:00,0,300000.00, ,Success,Added successfully,
030309,1,Multiple changes to travel allowability.  Accounting - Please see attached amendment.,2018-02-12T00:00:00,2019-12-31T00:00:00,0,300000.00, ,Success,Added successfully,
030310,0,NULL,2018-03-05T00:00:00,2018-06-15T00:00:00,0,2500.00, ,Success,Added successfully,
030311,0,NULL,2018-02-26T00:00:00,2019-02-25T00:00:00,0,238240.00, ,Success,Added successfully,
030311,1,"Exercise Option 1, adding funding and ceiling.",2018-02-26T00:00:00,2020-02-25T00:00:00,0,243005.00, ,Success,Added successfully,
030312,0,NULL,2018-01-01T00:00:00,2018-02-27T00:00:00,0,2760.30, ,Success,Added successfully,
030313,0,NULL,2018-01-15T00:00:00,2019-09-30T00:00:00,0,100000.00, ,Success,Added successfully,
030314,0,NULL,2018-03-05T00:00:00,2019-12-31T00:00:00,0,41247.00, ,Success,Added successfully,
030314,1,NULL,10/18/2019,10/18/2019,0,5052.00, ,Fail,Duplicate Mod Title,
030316,0,NULL,2018-03-05T00:00:00,2018-05-31T00:00:00,0,4868.43, ,Success,Added successfully,
030318,0,NULL,2018-03-05T00:00:00,2023-03-06T00:00:00,0,0, ,Success,Added successfully,
030318.001,0,NULL,2018-08-13T00:00:00,2018-09-30T00:00:00,0,57591.00, ,Success,Added successfully,
030318.002,0,NULL,2018-08-19T00:00:00,2019-03-31T00:00:00,0,45267.53, ,Success,Added successfully,
030318.002,01,Modification 01 extends the Period of Performance through 7/15/2019,2018-08-19T00:00:00,2019-07-15T00:00:00,0,0, ,Success,Added successfully,
030318.003,0,NULL,2018-08-10T00:00:00,2018-11-16T00:00:00,0,10400.00, ,Success,Added successfully,
030318.004,0,NULL,2018-09-12T00:00:00,2019-05-31T00:00:00,0,77113.60, ,Success,Added successfully,
030318.004,01,Modification 01 extends the Period of Performance through 8/15/2019.,2018-09-12T00:00:00,2019-08-15T00:00:00,0,0, ,Success,Added successfully,
030318.005,0,NULL,2018-10-01T00:00:00,2019-05-31T00:00:00,0,62307.90, ,Success,Added successfully,
030318.006,0,NULL,2018-10-01T00:00:00,2019-06-29T00:00:00,0,24604.00, ,Success,Added successfully,
030318.007,0,NULL,2019-09-16T00:00:00,2020-06-15T00:00:00,0,55460.00, ,Success,Added successfully,
030318.008,00,NULL,2019-09-23T00:00:00,2020-03-31T00:00:00,0,82900.00, ,Success,Added successfully,
030319.000,0,NULL,2018-02-27T00:00:00,2018-07-30T00:00:00,0,9500.00, ,Success,Added successfully,
030320.000,0,NULL,2018-03-01T00:00:00,2018-12-31T00:00:00,0,18451.29, ,Success,Added successfully,
030320.000,1,NULL,2018-03-01T00:00:00,2018-03-31T00:00:00,0,-11532.05, ,Fail,Duplicate Mod Title,
030321.000,0,NULL,2018-03-21T00:00:00,2018-07-06T00:00:00,0,21642.00, ,Success,Added successfully,
