ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount
050004,48,"Mod 48 adds $700,000.00.",NULL,NULL,,700000.00
050004,49,Mod 49 is a no cost administrative mod that documents the termination of several employees.,NULL,NULL,,NULL
050004,5,NULL,NULL,NULL,,NULL
050004,50,"Mod 50 adds $700,000.00 and extends the completion date to 10/18/2015. ",2013-01-17T00:00:00,2015-10-18T00:00:00,,700000.00
050004,51,"Mod 51 adds $480,000.00 and extends the POP to 12/2/15.",2013-01-17T00:00:00,2015-12-02T00:00:00,,480000.00
050004,52,"Mod 52 adds $150,000.00 and extends the POP to 12/10/2015.",2013-01-17T00:00:00,2015-12-10T00:00:00,,150000.00
050004,6,NULL,NULL,NULL,,NULL
050004,7,Mod 7 changes labor rates for PTO.,NULL,NULL,,NULL
050005,0,This is a Master Contract.  The amount of this master contract is an award / ceiling amount only.  All funding will be allocated at the task order level.  ,NULL,NULL,,NULL
050005,1,NULL,2013-02-13T00:00:00,2017-02-12T00:00:00,,NULL
050005,2,NULL,NULL,NULL,,NULL
050005,3,NULL,NULL,NULL,,NULL
050005.001,0,NULL,NULL,NULL,,30664.36
050005.002 & 010,0,NULL,2013-03-11T00:00:00,2016-03-10T00:00:00,,30000.00
050005.002 & 010,1,Mod 001 - add 30k in funding,NULL,NULL,,30000.00
050005.002 & 010,10,NULL,NULL,NULL,,43084.87
050005.002 & 010,11,NULL,NULL,NULL,,30000.00
050005.002 & 010,12,NULL,NULL,NULL,,33589.63
050005.002 & 010,13,NULL,NULL,NULL,,10000.00
050005.002 & 010,15,NULL,NULL,NULL,,60000.00
050005.002 & 010,18,NULL,NULL,NULL,,80000.00
050005.002 & 010,19,NULL,NULL,NULL,,50000.00
050005.002 & 010,2,NULL,NULL,NULL,,59500.00
050005.002 & 010,20,"Marcey, this email represents the client's intent to add funding.  I will input the actual mod when I receive it.  ts",NULL,NULL,,19000.00
050005.002 & 010,21,NULL,NULL,NULL,,30000.00
050005.002 & 010,22,NULL,NULL,NULL,,10000.00
050005.002 & 010,23,NULL,NULL,NULL,,-37355.93
050005.002 & 010,24,NULL,NULL,NULL,,34627.62
050005.002 & 010,3,NULL,NULL,NULL,,59500.00
050005.002 & 010,4,NULL,NULL,NULL,,40000.00
050005.002 & 010,5,NULL,NULL,NULL,,129114.58
050005.002 & 010,6,NULL,NULL,NULL,,44000.00
050005.002 & 010,7,NULL,NULL,NULL,,20885.42
050005.002 & 010,8,NULL,NULL,NULL,,44000.00
050005.002 & 010,9,NULL,NULL,NULL,,50000.00
050005.003,0,NULL,2013-03-06T00:00:00,2016-03-05T00:00:00,,15000.00
050005.003,1,NULL,NULL,NULL,,13268.34
050005.003,2,NULL,NULL,NULL,,NULL
050005.003,3,NULL,NULL,NULL,,-0.10
050005.003,4,NULL,NULL,NULL,,NULL
050005.004,0,NULL,2013-08-07T00:00:00,2013-09-30T00:00:00,,44263.70
050005.004,1,Completion Date Extended 10/31/13,2013-08-07T00:00:00,2013-10-31T00:00:00,,NULL
050005.004,2,Extend POP through 2/15/14,2013-08-07T00:00:00,2014-02-15T00:00:00,,NULL
050005.004,3,NULL,NULL,NULL,,-6140.65
050005.005,0,NULL,2013-10-01T00:00:00,2016-09-30T00:00:00,,835499.09
050005.005,1,NULL,NULL,NULL,,-70000.00
050005.005,10,NULL,NULL,NULL,,-14684.16
050005.005,11,NULL,NULL,NULL,,87070.80
050005.005,12,NULL,NULL,NULL,,NULL
050005.005,13,NULL,NULL,NULL,,NULL
050005.005,14,NULL,NULL,NULL,,40000.00
050005.005,15,NULL,NULL,NULL,,230000.00
050005.005,16,NULL,NULL,NULL,,NULL
050005.005,17,NULL,NULL,NULL,,15000.00
050005.005,18,NULL,NULL,NULL,,52751.00
050005.005,19,NULL,NULL,NULL,,50000.00
050005.005,2,NULL,NULL,NULL,,-59552.00
050005.005,20,NULL,NULL,NULL,,40000.00
050005.005,21,NULL,2013-10-01T00:00:00,2016-09-30T00:00:00,,50000.00
050005.005,22,NULL,NULL,NULL,,20000.00
050005.005,23,NULL,NULL,NULL,,80000.00
050005.005,24,NULL,NULL,NULL,,20000.00
050005.005,25,NULL,NULL,NULL,,10000.00
050005.005,26,NULL,NULL,NULL,,50000.00
050005.005,27,NULL,NULL,NULL,,-4636.07
050005.005,28,NULL,2013-10-01T00:00:00,2016-09-30T00:00:00,,60000.00
050005.005,29,NULL,NULL,NULL,,5500.00
050005.005,3,NULL,NULL,NULL,,-207000.00
050005.005,30,NULL,NULL,NULL,,15000.00
050005.005,31,NULL,NULL,NULL,,109500.00
050005.005,32,NULL,NULL,NULL,,12000.00
050005.005,33,NULL,NULL,NULL,,17000.00
050005.005,35,NULL,NULL,NULL,,19500.00
050005.005,36,NULL,NULL,NULL,,NULL
050005.005,4,NULL,NULL,NULL,,20000.00
050005.005,5,NULL,NULL,NULL,,-37570.67
050005.005,6,NULL,NULL,NULL,,-20885.42
050005.005,7,NULL,NULL,NULL,,-25000.00
050005.005,8,NULL,NULL,NULL,,-91431.87
050005.005,9,NULL,NULL,NULL,,-21575.44
050005.006,0,NULL,2014-04-03T00:00:00,2014-05-02T00:00:00,,66122.60
050005.006,1,NULL,2014-04-03T00:00:00,2014-06-20T00:00:00,,NULL
050005.006,10,NULL,2015-04-03T00:00:00,2015-04-30T00:00:00,,NULL
050005.006,11,NULL,NULL,NULL,,-28207.36
050005.006,2,NULL,2014-04-03T00:00:00,2014-09-30T00:00:00,,NULL
050005.006,3,NULL,NULL,NULL,,5000.00
050005.006,4,NULL,NULL,NULL,,34915.00
050005.006,5,NULL,2014-04-03T00:00:00,2014-10-31T00:00:00,,55867.00
050005.006,6,NULL,2014-04-03T00:00:00,2014-12-31T00:00:00,,NULL
050005.006,7,NULL,NULL,NULL,,NULL
050005.006,8,NULL,2014-04-03T00:00:00,2015-01-16T00:00:00,,NULL
050005.006,9,NULL,2014-04-03T00:00:00,2015-03-31T00:00:00,,16148.49
050005.007,0,NULL,2014-07-11T00:00:00,2014-12-30T00:00:00,,115196.45
050005.007,1,NULL,NULL,NULL,,65926.55
050005.007,3,NULL,2014-07-11T00:00:00,2015-01-31T00:00:00,,33071.00
050005.007,4,NULL,2014-07-11T00:00:00,2015-09-30T00:00:00,,240000.00
050005.007,5,NULL,NULL,NULL,,10000.00
050005.007,ADMIN,NULL,NULL,NULL,,-2518.38
050005.008,0,NULL,2014-07-24T00:00:00,2015-07-23T00:00:00,,21575.44
050005.008,1,NULL,NULL,NULL,,40000.00
050005.008,2,NULL,NULL,NULL,,80000.00
050005.008,4,NULL,NULL,NULL,,-120000.00
050005.009,0,NULL,2014-07-30T00:00:00,2014-09-30T00:00:00,,14384.16
050005.009,1,NULL,2014-07-30T00:00:00,2014-10-10T00:00:00,,NULL
050005.009,2,De-obligated to match what was billed and paid by the client.  This project is inactivated on the dashboard.,NULL,NULL,,-446.68
050005.011,0,NULL,2016-03-11T00:00:00,2017-02-12T00:00:00,,10000.00
050005.011,1,NULL,NULL,NULL,,60000.00
050005.011,4,NULL,NULL,NULL,,78141.60
050005.011,6,NULL,2016-03-11T00:00:00,2017-02-24T00:00:00,,35000.00
050005.011,8,NULL,NULL,NULL,,3979.62
050005.012,0,NULL,2016-05-01T00:00:00,2016-09-30T00:00:00,,10000.00
050005.012,1,NULL,NULL,NULL,,15800.00
050005.012,Closeout,The purpose of this modification is to deobligate  the remaining funding in the amount of $145.22 and close out this task order.  ,NULL,NULL,,-145.22
050005.013,0,NULL,2016-05-30T00:00:00,2017-05-31T00:00:00,,245287.00
050005.014,0,NULL,2016-08-24T00:00:00,2016-11-30T00:00:00,,74932.00
050005.014,1,NULL,2016-08-24T00:00:00,2017-03-31T00:00:00,,NULL
050005.014,2,Extends POP to 5/31/2017,2016-08-24T00:00:00,2017-05-31T00:00:00,,NULL
050005.015,0,NULL,2016-10-01T00:00:00,2017-12-12T00:00:00,,38000.00
050005.015,1,NULL,2016-10-01T00:00:00,2017-02-12T00:00:00,,49000.00
050005.015,10,NULL,NULL,NULL,,36000.00
050005.015,11,NULL,NULL,NULL,,8900.00
050005.015,12,NULL,NULL,NULL,,27395.00
050005.015,13,This bilateral modification is being issued to revise and extend the period of performance from   10/31/16 to 12/31/17 to 10/31/16 to 03/31/18.  At this time it is not necessary to revise the  not-to-exceed ceiling amount.  ,2017-12-31T00:00:00,2018-03-31T00:00:00,,NULL
050005.015,14,Adding Funding,NULL,NULL,,50500.00
050005.015,15,"This bilateral modification is being issued to extend the period of performance from 10/31/16 to   3/31/18 to 10/31/16 to 5/31/18.  At this time it is not necessary to revise the not-to-exceed   celling amount.  This also adds $31,100 in incremental funding revising the obligated funding from $776,965 to  $807,005.  ",2016-10-31T00:00:00,2018-05-31T00:00:00,,31100.00
050005.015,16,NULL,NULL,NULL,,18100.00
050005.015,17,Final de ob prior to closeout.,NULL,NULL,,-60209.08
050005.015,2,NULL,NULL,NULL,,10000.00
050005.015,3,NULL,NULL,NULL,,91834.00
050005.015,4,NULL,2016-10-01T00:00:00,2017-12-31T00:00:00,,109678.00
050005.015,5,NULL,NULL,NULL,,84598.00
050005.015,6,NULL,NULL,NULL,,50000.00
050005.015,7,NULL,NULL,NULL,,4500.00
050005.015,8,NULL,NULL,NULL,,102000.00
050005.015,9,NULL,NULL,NULL,,114500.00
050006,0,NULL,NULL,NULL,,NULL
050006,4,NULL,2013-06-25T00:00:00,2015-06-25T00:00:00,,2380000.00
050006,DO1,NULL,2013-06-25T00:00:00,2014-06-25T00:00:00,,200000.00
050006,Mod 1,NULL,NULL,NULL,,300000.00
050006,Mod 2,NULL,NULL,NULL,,750000.00
050006,Mod 3,NULL,NULL,NULL,,370000.00
050007,0,NULL,2013-10-29T00:00:00,2015-10-28T00:00:00,,1313849.37
050007,1,Mod for Decon of Building 608 & 614 Vents,NULL,NULL,,29695.95
050008,0,Letter Subcontract Issued - Formal Subcontract to be issued upon negotiation.,2014-10-01T00:00:00,2014-12-31T00:00:00,,308272.20
050008,1,Cancelled Contract,NULL,NULL,,-308272.20
050009,0,Task 001 is FFP  Task 002 is Cost,2014-08-07T00:00:00,2015-08-06T00:00:00,,588495.16
050009,P00001,NULL,NULL,NULL,,NULL
050009,P00002,NULL,NULL,NULL,,NULL
050009,P00003,NULL,2014-08-07T00:00:00,2016-08-06T00:00:00,,532919.44
050009,P00004,NULL,2014-08-07T00:00:00,2017-08-06T00:00:00,,548907.02
050009,P00005,NULL,2014-08-07T00:00:00,2018-08-06T00:00:00,,565374.23
050009,P00006,NULL,2014-08-07T00:00:00,2019-08-06T00:00:00,,582335.47
050010,0,Administrative action to change the  period of performance to be consistent with the extension of Task Order 02 of this contract. ,2017-05-24T00:00:00,2019-03-31T00:00:00,,NULL
050010,M,NULL,NULL,NULL,,NULL
050010,P00002,NULL,NULL,NULL,,NULL
050010.001,0,NULL,2014-09-03T00:00:00,2017-09-02T00:00:00,,1100000.00
050010.001,1,NULL,NULL,NULL,,800000.00
050010.002,0,NULL,2015-05-19T00:00:00,2015-09-30T00:00:00,,971369.56
050010.002,1,NULL,2015-05-19T00:00:00,2016-09-30T00:00:00,,2600000.00
050010.002,10,Extend period of performance to 6/30/19.,2015-05-19T00:00:00,2019-06-30T00:00:00,,NULL
050010.002,11,Extend Period of performance to 9/27/19.,2015-05-19T00:00:00,2019-09-27T00:00:00,,NULL
050010.002,2,NULL,NULL,NULL,,1200000.00
050010.002,3,NULL,2015-05-19T00:00:00,2016-12-30T00:00:00,,1435722.00
050010.002,4,NULL,2015-05-19T00:00:00,2017-09-30T00:00:00,,2600000.00
050010.002,5,NULL,2015-05-19T00:00:00,2018-07-31T00:00:00,,1500000.00
050010.002,6,NULL,NULL,NULL,,1850000.00
050010.002,7,NULL,NULL,NULL,,1500000.00
050010.002,8,"Obligated $1,800,000 and extended the POP to 10/31/18",2015-05-19T00:00:00,2018-10-31T00:00:00,,1800000.00
050010.002,9,"Increase Cost by $1,214,954 to $15,653,965.42, Increase fee by $85,046.72 to $1,103,126.14 Obligate $1,300,000 to $16,757,091.56.  Extend Period of Performance to 3/31/19.",2015-05-19T00:00:00,2019-03-31T00:00:00,,1300000.00
050011,0,NULL,2014-09-26T00:00:00,2015-09-25T00:00:00,,1892659.66
050011,05,The purpose of this modification is the extend the period of performance until 9/25/19.  New Client POC: Aaron West  aaron.l.west@usace.army.mil.  All other terms and conditions remain unchanged,2014-08-01T00:00:00,2019-09-25T00:00:00,,NULL
050011,06,"The purpose of this modification is to de-scope the contract PWS; reducting the quantity for CLINS 0005, 0006, 0007, & 0010.  The total contract value is decreased by $203,284.85 from $1,843,697.95 for a new total of $1,640.413.10.  This is a complete equitable adjustment for all contractor proposals or claims.  All other Terms and Conditions Remain unchanged.  This mod has not been executed.  Sent another email to CA 5/28/19.",NULL,NULL,,-203284.85
050011,1,Administrative Mod to change the Office Location and Cage Code for billing purposes.,NULL,NULL,,NULL
050011,2,Mod aligning CLINS to new/revised work expectations.,2014-09-26T00:00:00,2017-01-17T00:00:00,,-48961.71
050011,3,NULL,2014-09-26T00:00:00,2018-09-25T00:00:00,,NULL
050011,4,NULL,2014-09-26T00:00:00,2019-03-31T00:00:00,,NULL
050012,0,NULL,2014-09-24T00:00:00,2016-03-24T00:00:00,,1626947.04
050012,1,NULL,NULL,NULL,,145900.00
050013,0,NULL,2014-09-29T00:00:00,2015-09-28T00:00:00,,NULL
050013,1,Mod 1 is for Admin changes.  No cost.,NULL,NULL,,NULL
050013,2,Extension of base year to exhaust level of effort for the basic contract term.,2014-09-29T00:00:00,2016-03-28T00:00:00,,NULL
050013,3,Exercise Option 1,2014-09-29T00:00:00,2017-03-28T00:00:00,,NULL
050013,4,Exercise Option 2,2014-09-29T00:00:00,2017-12-31T00:00:00,,NULL
050013,5,Extension of Contract Ordering Period by one year,2014-09-29T00:00:00,2018-12-31T00:00:00,,NULL
050013,6,Extension of ordering period to 12/31/19,2014-09-29T00:00:00,2019-12-31T00:00:00,,NULL
050013.001,0,"Mod 0 authorizes total funding in the amount of  $279,750.00 ",2015-07-01T00:00:00,2016-06-30T00:00:00,,279750.00
050013.001,02,"Mod 02 increases the total authorized funding by $99,000.00",NULL,NULL,,99000.00
050013.001,1,"Mod 1 adds $174,000.00 for a total authorized funding of $453,750.00",NULL,NULL,,174000.00
050013.001,Admin,NULL,NULL,NULL,,-10002.95
050013.002,0,NULL,2015-07-01T00:00:00,2016-06-30T00:00:00,,1012581.00
050013.002,04,"To 0002   Mod 04 increases the total authorized funding by the amount of $586, 505.00    ",NULL,NULL,,586505.00
050013.002,1,NULL,NULL,NULL,,698383.00
050013.002,2,NULL,NULL,NULL,,100.00
050013.002,3,"Mod 3 increases the award by $379,697.99 and increases the available funding by $101,000.00.",2015-07-01T00:00:00,2016-06-30T00:00:00,,101000.00
050013.002,Admin,NULL,NULL,NULL,,-108216.47
050013.003,0,NULL,2015-07-01T00:00:00,2016-06-30T00:00:00,,411016.00
050013.003,1,Transfers Funds from Travel SUBCLIN 000201 to Labor SUBCLIN 000101,NULL,NULL,,NULL
050013.004,0,NULL,2015-07-01T00:00:00,2016-06-30T00:00:00,,120000.00
050013.004,01,"As a result of this modification, the total amount for this document was increased by $28,400.00 from $120,000.00 to $148,400.00",NULL,NULL,,28400.00
050013.004,Admin,NULL,NULL,NULL,,-5656.42
050013.005,0,NULL,2015-07-30T00:00:00,2016-06-30T00:00:00,,230000.00
050013.007,0,NULL,2015-09-25T00:00:00,2017-09-24T00:00:00,,175675.00
050013.007,1,NULL,2015-09-25T00:00:00,2017-09-24T00:00:00,,180900.00
050013.007,2,NULL,2015-09-25T00:00:00,2018-09-24T00:00:00,,186275.00
050013.007,3,"Increase CPFF by $71,454.64, Extend Period of performance to 12/31/18 and incrementally fund in the amount of $49,089.43.",2015-09-25T00:00:00,2018-12-31T00:00:00,,49081.43
050013.008,0,NULL,2016-01-01T00:00:00,2016-12-31T00:00:00,,433001.00
050013.008,01,NULL,NULL,NULL,,563446.09
050013.008,2,NULL,NULL,NULL,,-40422.91
050013.009,0,NULL,2016-07-01T00:00:00,2017-06-30T00:00:00,,304685.58
050013.010,0,NULL,2016-07-01T00:00:00,2017-06-30T00:00:00,,1700848.00
050013.010,1,NULL,NULL,NULL,,-372.28
050013.010,2,"Total cost of contract was increased by $5,215.20 and NAICS code 561110 was added. Sr. Mgmt Analysis hours increased to 23,656. Principal Management Analysts decreased to 16,226",NULL,NULL,,NULL
050013.010,3,Added Funding,NULL,NULL,,255076.00
050013.011,0,NULL,2016-07-01T00:00:00,2017-06-30T00:00:00,,101600.00
050013.011,1,NULL,NULL,NULL,,-1213.86
050013.011,1A,Bilateral Close-out modification deobligates funds and decreases cost by removing CLIN 0005 Travel.  ,NULL,NULL,,-3386.14
050013.011,2,Funding,NULL,NULL,,65865.78
050013.011,3,NULL,NULL,NULL,,-52847.78
050013.012,0,NULL,NULL,NULL,,104432.59
050013.012,1,"Mod 1 adds $9,535.39.",NULL,NULL,,9535.39
050013.013,0,NULL,2016-09-19T00:00:00,2017-09-18T00:00:00,,101000.00
050013.013,1,NULL,NULL,NULL,,5800.01
050013.014,0,"Incrementally funded, fixed fee amount is $86,111.52, based on 2260 hours, Govn't shall pay monthly $3.817 per direct labor hour invoiced",2017-01-11T00:00:00,2018-01-10T00:00:00,,242442.43
050013.014,2,NULL,NULL,NULL,,345173.80
050013.014,3,NULL,NULL,NULL,,422973.13
050013.015,0,NULL,2017-03-06T00:00:00,2018-03-05T00:00:00,,152706.96
050013.016,0,NULL,2017-07-01T00:00:00,2017-12-31T00:00:00,,154829.21
050013.017,0,NULL,2017-07-01T00:00:00,2017-12-31T00:00:00,,65008.00
050013.017,1,Administrative,NULL,NULL,,NULL
050013.018,0,NULL,2017-07-01T00:00:00,2017-12-31T00:00:00,,100000.00
050013.018,1,NULL,NULL,NULL,,758189.00
050013.018,2,Mod to deobligate $325.48 due to clerical error by the Government.,NULL,NULL,,-325.48
050013.019,0,NULL,2017-07-01T00:00:00,2017-12-31T00:00:00,,79800.00
050013.019,1,NULL,NULL,NULL,,-1000.00
050013.019,2,Realignment of Funds from Labor SubCLIN to Travel SubCLIN. Realign $575.00 from Labor ACRN AB SubCLIN 000402 to Travel SubCLIN 000501.    ,NULL,NULL,,NULL
050013.020,0,NULL,2017-09-19T00:00:00,2017-12-31T00:00:00,,32880.87
050013.021,0,NULL,2018-01-01T00:00:00,2018-12-31T00:00:00,,96042.60
050013.021,1,Incremental funding of $14575.77,NULL,NULL,,14575.77
050013.022,0,"All contractor personnel must have or be able to  obtain a DOD SECRET clearance, DOD TOP SECRET and/or TOP SECRET SCI clearance.",2018-01-01T00:00:00,2018-12-31T00:00:00,,892000.00
050013.022,1,"53.243  Pursuant to FAR 52.232-22, this modification is issued unilaterally by the Navy to provide   incremental funding as detailed herein. For details,  ref er to the SUMMARY OF CHANGES page. All other terms and conditions of the task order remain   unchanged.  ",NULL,NULL,,344851.00
050013.022,2,Increase of Incremental Funding.,NULL,NULL,,398793.00
050013.022,3,Increase funding on several CLINs. POP remains unchanged.,NULL,NULL,,178243.00
050013.022,4,Incremental Funding,NULL,NULL,,651888.00
050013.023,0,6 month option in July 2018.,2018-01-11T00:00:00,2018-07-10T00:00:00,,100.00
050013.023,2,"Due to Government Computer error, this first mod was numbered incorrectly as P0002. It is the first modification applying incremental funding. As a result of this modification, the total funded amount for this document was increased by $123,920.19 from  $100.00 to $124,020.19",NULL,NULL,,123920.19
050013.023,3,"As a result of this modif cation, the total funded amount for this document was increased by   $399,217.04 from  $124,020.19 to $523,237.23.  ",NULL,NULL,,399217.04
050013.023,4,Exercise Option Period 1,2018-01-11T00:00:00,2018-12-31T00:00:00,,495026.80
050013.023,5,NULL,NULL,NULL,,-242513.80
050013.023,6,NULL,NULL,NULL,,165008.80
050013.023,7,"Incremental funding of $77,505.  ",NULL,NULL,,77505.00
050013.024,0,"The level of effort for the performance of this contract during the period from the start of contract performance to 10 months thereafter is based upon 1,624 estimated manhours of direct labor.     ",2018-03-06T00:00:00,2018-12-31T00:00:00,,129014.55
050013.025,0,NULL,2019-01-01T00:00:00,2019-12-31T00:00:00,,1227158.00
050014,0,NULL,2015-02-01T00:00:00,2018-01-31T00:00:00,,NULL
050014,1,NULL,NULL,NULL,,4946302.00
050014,10,NULL,NULL,NULL,,12504.00
050014,11,NULL,NULL,NULL,,1157781.00
050014,12,NULL,NULL,NULL,,138180.00
050014,13,NULL,NULL,NULL,,160000.00
050014,14,NULL,NULL,NULL,,2687420.52
050014,15,NULL,NULL,NULL,,412500.00
050014,16,NULL,NULL,NULL,,75000.00
050014,17,NULL,NULL,NULL,,86164.00
050014,18,NULL,NULL,NULL,,4058057.13
050014,19,NULL,NULL,NULL,,NULL
050014,2,NULL,NULL,NULL,,400000.00
050014,20,NULL,NULL,NULL,,200000.00
050014,21,NULL,NULL,NULL,,1416789.23
050014,22,NULL,NULL,NULL,,200000.00
050014,23,NULL,NULL,NULL,,100000.00
050014,24,NULL,NULL,NULL,,200000.00
050014,25,NULL,NULL,NULL,,1400000.00
050014,26,NULL,NULL,NULL,,300000.00
050014,27,NULL,NULL,NULL,,2500000.00
050014,28,NULL,NULL,NULL,,120000.00
050014,29,NULL,NULL,NULL,,250000.00
050014,3,NULL,NULL,NULL,,748000.00
050014,30,NULL,NULL,NULL,,NULL
050014,31,NULL,NULL,NULL,,700000.00
050014,32,NULL,NULL,NULL,,900000.00
050014,33,NULL,NULL,NULL,,-10000.00
050014,34,NULL,NULL,NULL,,100000.00
050014,35,NULL,2015-02-01T00:00:00,2017-08-31T00:00:00,,NULL
050014,36,NULL,NULL,NULL,,70000.00
050014,37,NULL,NULL,NULL,,9801.75
050014,4,NULL,NULL,NULL,,300000.00
050014,5,NULL,NULL,NULL,,6790.00
050014,6,Britney - all funding on this mod goes to 50014.003. ts,NULL,NULL,,400000.00
050014,7,"Britney,  Please process this mod using charge code 50014.003",NULL,NULL,,140000.00
050014,8,NULL,NULL,NULL,,6020.00
050014,9,NULL,NULL,NULL,,7525.00
050015,0,"Order No. 0001 is for the guaranteed minimum of $3,000.00.",2014-09-10T00:00:00,2016-09-09T00:00:00,,3000.00
050015,1,Mod 1 makes changes to Exhibit 3 Maximum Burdened Labor Rates and Maximum G&A and Escalation.,NULL,NULL,,NULL
050015,2,Mod 2 changes name to North Wind Solutions and Cage Code 6ZVP8. ,NULL,NULL,,NULL
050016,0,NULL,2014-12-23T00:00:00,2015-03-15T00:00:00,,43016.00
050016,1,Mod 1 extends the POP to 9/15/2015.,2014-12-23T00:00:00,2015-09-15T00:00:00,,NULL
050018.001,0,NULL,2015-03-16T00:00:00,2015-09-15T00:00:00,,1335000.29
050018.001,1,Mod 1 extends the POP through 11/30/15.,2015-03-16T00:00:00,2015-11-30T00:00:00,,NULL
050018.001,2,"Mod 2 adds $650,000.01.",NULL,NULL,,650000.01
050018.001,3,"Mod 3 adds $30,000.00.  This funding covers NW Contract 50030.",NULL,NULL,,30000.00
050018.001,4,Mod 4 extends the POP to 11/30/2016 at no additional cost.,2015-03-16T00:00:00,2016-11-30T00:00:00,,NULL
050019,0,3 weeks costs for John Hobbs support to Swift & Staley.,2015-02-23T00:00:00,2015-03-15T00:00:00,,11595.60
050020.001,0,NULL,2015-06-15T00:00:00,2015-12-15T00:00:00,,48850.32
050020.001,Admin,NULL,NULL,NULL,,-18318.87
050021,001,NULL,2018-09-19T00:00:00,2019-08-09T00:00:00,,NULL
050021,003,"Mod 3 adds $110,951.37 in funding to CLIN  and funds $1,552,030.63 to CLIN 4.",2015-06-18T00:00:00,2016-10-18T00:00:00,,10528528.00
050021,004,"Mod 4 adds $1,500,000.00 to CLIN 2.",NULL,NULL,,1500000.00
050021,005,Mod 5 increases the line item total for CLIN 2 but does not add any incremental funding to CLIN 2.,NULL,NULL,,NULL
050021,0057,"A. The total funding is increased by $12,000,000 from $150,626,658 to $162,626658.  B. CLIN 6 funding is increased by $10,000,000 from $25,600,000 to $35,600,000 (See Section  B.3 for details).  C. CLIN 7 funding is increased by $2,000,000 from $700,000 to $2,700,000",NULL,NULL,,12000000.00
050021,0059,"Funding in the amount of $2,667,567 is added t o CLIN 6.   The total funded amount of t he contract is increased by $2,667,567 from $162,626,658 to  $165,294,225.",NULL,NULL,,2667567.00
050021,006,"The purpose of this modification is to increase funding on CLINs 2 & 3.  1. Funding in the amount of $4.5M is added to CLIN 2.  2. Funding in the amount of $3.766M is added to CLIN 3.  3. Total funding on the contract is increased from $12,028,528 to $20,294,528. A total  increase of $8,266,000.",NULL,NULL,,8266000.00
050021,007,NULL,NULL,NULL,,7000000.00
050021,009,$1M added to CLIN 4,NULL,NULL,,1000000.00
050021,010,NULL,2018-09-19T00:00:00,2019-08-09T00:00:00,,NULL
050021,011,NULL,NULL,NULL,,12934000.00
050021,012,NULL,NULL,NULL,,NULL
050021,013,NULL,2018-09-19T00:00:00,2019-08-09T00:00:00,,NULL
050021,014,NULL,NULL,NULL,,NULL
050021,015,"Task Order 002 is contained on the last 4 pages of the attached mod for a value of $1,792,592.95",NULL,NULL,,8100000.00
050021,016,NULL,2018-09-19T00:00:00,2019-08-09T00:00:00,,NULL
050021,017,NULL,NULL,NULL,,5000000.00
050021,018,"Contract Value increased to $143,539,879.00",NULL,NULL,,NULL
050021,020,"1. The total contract value is hereby increased by $400,000 from $143,539,879 to  $143,939,879  2. SubCLIN 2BD is hereby created for fixed price support of the sampling and analysis.  3. CLIN 3 is hereby increased for cost reimbursement support of the sampling and analysis",NULL,NULL,,NULL
050021,021,"The total funding obligated on the contract is increased from $54,328,528 to  $67,828,528. A total increase of $13,500,000.  2. Funding added to CLIN 2 is $8,500,000.  3. Funding added to CLIN 3 is $4,000,000.  4. Funding added to CLIN 4 is $1,000,000.",NULL,NULL,,13500000.00
050021,022,"The purpose of this modification is to definitize Modification 0020 for the implementation  of sampling and analysis requirements and incorporate changes to the available waste  volumes and streams (See page 5 for details).  A. The total contrac t value is increased by $9,819,005 from $143,939,879 to $153,758 ,884.  B. CLIN 2 is increased from $62,141,789 to $67,920,468. An increase of $5,778,679.  C. CLIN 3 is increased f rom $31,544,588 to $35,584,914. An increase o f $4,040,326.",NULL,NULL,,NULL
050021,023,Definitize REAS 004 & 006 Change total price for CLIN 2,NULL,NULL,,NULL
050021,024,NULL,NULL,NULL,,5000000.00
050021,025,NULL,NULL,NULL,,NULL
050021,026,NULL,NULL,NULL,,NULL
050021,027,NULL,NULL,NULL,,NULL
050021,028,NULL,NULL,NULL,,NULL
050021,029,NULL,NULL,NULL,,NULL
050021,030,NULL,NULL,NULL,,6000000.00
050021,031,NULL,NULL,NULL,,NULL
050021,032,NULL,NULL,NULL,,4000000.00
050021,033,"MOD 33 ADDED $1,7M FUNDING TO CLIN 2 ($100,000) AND CLIN 3 ($1.6M)",NULL,NULL,,1700000.00
050021,034,"THE PURPOSE OF THIS MOD IS TO INCORPORATE THE CCP-031, DOE ORDER 232.2A IMPLEMENTATION.",NULL,NULL,,NULL
050021,035,"THE PURPOSE OF THIS MOD IS TO ISSUE TASK ORDER #4 UNDER CLIN 4 WITH A VALUE OF $3,234,100.",NULL,NULL,,NULL
050021,036,"THIS MOD ADDS $6.7M FUNDING TO CLIN 2 ($4,2M) AND CLIN 3 ($2.5M).",NULL,NULL,,6700000.00
050021,037,"THE PURPOSE OF THIS MOD IS TO DEFINITIZE CCP 2017-026, DEFENSE NUCLEAR FACILITIES SAFETY BOARD SUPPORT ACTIVITIES & REVISE DOE ORDERS FOUND IN SECTION J, ATTACHMENT D.",NULL,NULL,,NULL
