Status,Contract Number,Task Order Number,Project Number,IsIDIQ,IsTaskOrder,IsPrime,Subcontract Number,Org ID,Title,Description,Award Amount,Funded Amount,POP Start,POP End,Contract Country,Contract State,NAICS,PSC,CPAR eligible,Competition,Billing Address,Contract Rep,Project Controls Rep,Project Manager,Accounting Rep,Awarding Agency,Award Agency Contract Representative,Awarding Agency Technical Representative,Funding Agency,Funding Agency Contract Representative,Funding Agency Technical Representative,Action,Human Resources Rep,Purchasing Rep,Subcontract Rep
Active,80SSC018D0006,,90050,1,0,1,,09.30.99,NASA MACC II ,,,0,2017-03-09T00:00:00,2025-05-22T00:00:00,USA,NM,236220,,Y,Competed,Either email to client or in IPP - should be outlined by Task Order,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,80SSC018D0006,,90050,1,0,1,,09.30.99,NASA MACC II ,,,0,2017-03-09T00:00:00,2025-05-22T00:00:00,USA,TX,236220,,Y,Competed,Either email to client or in IPP - should be outlined by Task Order,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,,,30334,1,0,0,,03.10.99,Environmental Consulting MSA,,,0,2018-05-18T00:00:00,2021-05-31T00:00:00,USA,WA,541620,,N,Non-Competed,"1278 Canterbury Lane
Oak Harbor, WA  98277",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,,,10909,1,0,0,2018-05-0004-North Wind-W912DQ-18-D-3003,01.30.99,Kansas City District IDIQ OBG / Baker Joint Venture ,,0,0,2018-06-05T00:00:00,2021-02-01T00:00:00,USA,MO,562910,,N,Competed,"The invoice along with the completed Subcontractor Invoice Transmittal form
shall be sent to:
Accounts Payable
OBG / Baker Federal Solutions Joint Venture
c/o Michael Baker International, Inc.
100 Airside Drive
Airside Business Park
Moon Township, PA 15009

Or may submit via e-mail to:
AP@mbakerintl.com
",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,W912BV18D005,,30338,1,0,1,,03.20.99,USACE-Tulsa Environmental Consulting Services (ECS) 8(a) MEGA MATOC SW Division,,0,0,2018-05-04T00:00:00,2021-05-03T00:00:00,USA,OK,541620,,Y,Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active, 1110-000-019-CS,,60029,1,0,1,,06.10.33,Master Agreement Environmental Support,,,0,2018-04-27T00:00:00,2019-03-31T00:00:00,USA,TX,562910,,N,Non-Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,CT,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,DC,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,DE,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,MA,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,MD,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,ME,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,MI,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,NH,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,NJ,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,NY,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,OH,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,PA,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,RI,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,VT,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,12SPEC18D0007,,0B0001,1,0,1,,03.40.99,Architect-Engineer & Construction Management Services MATOC,,4000000,0,2018-04-16T00:00:00,2020-04-15T00:00:00,USA,WV,541330,,Y,Competed,IPP,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active, W9124M-18-D-0002,,90069,1,0,1,,09.30.99,"Fort Stewart and Hunter Army Airfield, Georgia Job Order Contract (JOC)",,15294500,0,2018-06-29T00:00:00,2019-06-28T00:00:00,USA,GA,236220,,Y,Competed,Pg 61 of 79.,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,F15PC00081,,90029,1,0,1,,09.50.02,U.S. Fish & Wildlife Service MATOCC   F15PC00081,,,0,2018-05-01T00:00:00,2019-04-30T00:00:00,USA,AK,236220,,N,Competed,IPP  -  http://www.ipp.gov,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4631,4449,
Active,FA8903-16-D-0045,,10911,1,0,1,,01.30.99,Worldwide A-E Services to Support Environmental Programs IDIQ,,,0,2016-03-03T00:00:00,2021-03-02T00:00:00,USA,,541330,,N,Competed,WAWF - see task orders,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,P401-17-013,,30251,1,0,1,,03.10.99,Architectural History On-Call Services Master Service Agreement (MSA),,,0,2017-07-04T00:00:00,2020-06-30T00:00:00,USA,NV,541620,,N,Competed,"1263 South Stewart St
Carson City, NV  89712",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,15-004-NW,,30345,1,0,0,,03.10.99,Master Contract for DOI Support Services,Master Contract for DOI Federal Consulting Group Support Services,,0,2018-03-10T00:00:00,2019-03-10T00:00:00,USA,AZ,541620,,N,Non-Competed,"5100 Springfield St., Suite 104
Dayton, OH  45431",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,W9128F-16-D-0029,,100043,1,0,1,,10.50.99,USACE Omaha Design-Build Construction in Support of POL Facilities,Design-Build Construction in support of POL Facilities-Infrastructure.,5000,0,2016-07-05T00:00:00,2021-05-26T00:00:00,USA,,236220,,Y,Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,N4425518D5023,,100044,1,0,1,,10.10.99,NAVFAC Northwest 8a Small MACC,,149000000,0,2018-08-03T00:00:00,2023-08-02T00:00:00,USA,WA,236220,,Y,Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140P1318D0008,,40144,1,0,1,,04.20.99,Intermountain Region MATOC,,0,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,CO,236220,,N,Competed,IPP System,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140P1318D0008,,40144,1,0,1,,04.20.99,Intermountain Region MATOC,,0,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,MT,236220,,N,Competed,IPP System,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140P1318D0008,,40144,1,0,1,,04.20.99,Intermountain Region MATOC,,0,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,UT,236220,,N,Competed,IPP System,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140P1318D0008,,40144,1,0,1,,04.20.99,Intermountain Region MATOC,,0,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,WY,236220,,N,Competed,IPP System,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,1202NV18D0001,,30370,1,0,1,,03.20.99,USDA-FS Plant Survey IDIQ,,,0,2018-08-30T00:00:00,2021-07-31T00:00:00,USA,ID,541620,,N,Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,1202NV18D0001,,30370,1,0,1,,03.20.99,USDA-FS Plant Survey IDIQ,,,0,2018-08-30T00:00:00,2021-07-31T00:00:00,USA,WY,541620,,N,Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,,,80121,1,0,0,CT-18-008,08.30.05,DOE PCP Surveillance,,0,0,2018-09-19T00:00:00,2019-12-31T00:00:00,USA,,541620,,N,Non-Competed,electronically to accountspayable@BGS-LLC.com,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140L0618D0013,,30363,1,0,1,,03.10.99,BLM Terrestrial AIM-Pacific Northwest Region IDIQ,,,0,2018-08-16T00:00:00,2023-08-15T00:00:00,USA,CA,541620,,Y,Competed,n/a,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140L0618D0013,,30363,1,0,1,,03.10.99,BLM Terrestrial AIM-Pacific Northwest Region IDIQ,,,0,2018-08-16T00:00:00,2023-08-15T00:00:00,USA,ID,541620,,Y,Competed,n/a,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140L0618D0013,,30363,1,0,1,,03.10.99,BLM Terrestrial AIM-Pacific Northwest Region IDIQ,,,0,2018-08-16T00:00:00,2023-08-15T00:00:00,USA,NV,541620,,Y,Competed,n/a,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140L0618D0013,,30363,1,0,1,,03.10.99,BLM Terrestrial AIM-Pacific Northwest Region IDIQ,,,0,2018-08-16T00:00:00,2023-08-15T00:00:00,USA,OR,541620,,Y,Competed,n/a,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140L0618D0013,,30363,1,0,1,,03.10.99,BLM Terrestrial AIM-Pacific Northwest Region IDIQ,,,0,2018-08-16T00:00:00,2023-08-15T00:00:00,USA,WA,541620,,Y,Competed,n/a,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140R4018A0015,,30375,1,0,1,,03.20.01,BOR Environmental & Cultural Resources Services Multiple Award BPA,,,0,2018-10-01T00:00:00,2023-09-30T00:00:00,USA,,541620,,Y,Competed,n/a,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,10913,,10913,1,0,1,,01.20.01,Michael Baker MTA for Todd Thompson,,0,0,2018-09-07T00:00:00,2019-09-06T00:00:00,USA,ID,562910,,N,Non-Competed,AP@mbakerintl.com,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,,,100053,1,0,1,,10.50.02,AVTEC Underground Fuel Tank Replacement,,373322.37,373322.37,2018-10-15T00:00:00,2019-06-30T00:00:00,USA,AK,236220,,N,Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,509035,,0C0001,1,0,1,,0C.01.01,Environmental Remediation Construction Works,This IDIQ is for Remediation work in Canada.,,0,,,Canada,,562910,,N,Competed,Email invoices to payables@cnl.ca. Page 8 of IDIQ Contract.,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140F0119D0003,,30378,1,0,1,140F0119D0003,03.10.99,FWS IDIQ for Cultural Resources Investigations ,,,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,CA,541690,,Y,Competed,Task Order Basis,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140F0119D0003,,30378,1,0,1,140F0119D0003,03.10.99,FWS IDIQ for Cultural Resources Investigations ,,,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,ID,541690,,Y,Competed,Task Order Basis,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140F0119D0003,,30378,1,0,1,140F0119D0003,03.10.99,FWS IDIQ for Cultural Resources Investigations ,,,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,NV,541690,,Y,Competed,Task Order Basis,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140F0119D0003,,30378,1,0,1,140F0119D0003,03.10.99,FWS IDIQ for Cultural Resources Investigations ,,,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,OR,541690,,Y,Competed,Task Order Basis,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,140F0119D0003,,30378,1,0,1,140F0119D0003,03.10.99,FWS IDIQ for Cultural Resources Investigations ,,,0,2018-10-01T00:00:00,2019-09-30T00:00:00,USA,WA,541690,,Y,Competed,Task Order Basis,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,25774-CC-FC1-JQ00-00003,,40148,1,0,1,,04.30.05,Bechtel General Construction BOA,,1000000,0,2018-11-16T00:00:00,2021-11-19T00:00:00,USA,TN,236210,,Y,Competed,"UPFAP@CNS.DOE.GOV, Page 21 of 45 in 3.00 Exhibit b. Invoices to be submitted by 20th of each month.",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,W911KB-19-D-0007,,0G0001,1,0,1,,0G.01.01,Indefinite Delivery A-E Services Contract for HTRW Primarily Various Locations Alaska,,0,0,2018-11-02T00:00:00,2023-11-01T00:00:00,USA,AK,541330,,Y,Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,W911S8-18-D-0018,,50051,1,0,0,SMS-2018-W911S80018-NWG,05.10.99,Yuma Proving Ground Installation Support Services,,,0,,,USA,AZ,561210,,N,Non-Competed,"10440 Balls Ford Road, Suite 200
Manassas, VA  20109
AP@threesaintsbay.com",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,W911KB-17-D-0018,,60039,1,0,0,,06.50.02,Eielson LUC O&M,Maintain access to contaminated soil piles at LF3 to allow inspections and sampling through winter months. Maintain access roads during and after construction season 2019 and provide dewatering as may be required.,0,0,2018-11-15T00:00:00,2022-11-14T00:00:00,USA,AK,562910,,N,Non-Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,CO,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,IA,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,ID,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,MO,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,MT,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,ND,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,NE,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,OR,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,SD,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,WA,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912DW19D1024,,0F0001,1,0,1,,06.10.99,USACE Seattle - PRAC,,0,0,2018-12-11T00:00:00,2021-12-10T00:00:00,USA,WY,562910,,Y,Competed,"Millington 
USACE Finance Center ATTN: CEFC-AOP
5722 Integrity
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4049,4449,
Active,W912PP19D0009,,30388,1,0,1,,03.20.99,"IDIQ MATOC for Tribal Consultation, Cultural Resources & Environmental Services Support",,,0,2018-12-07T00:00:00,2019-12-06T00:00:00,USA,NM,541620,,Y,Competed,See Page 28,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,W912DY-14-D-0005,,50028,1,0,1,,05.30.99,USACE MATOC/Design Build Construction/JV with NEU Security,,200000000,0,2018-10-07T00:00:00,2019-04-06T00:00:00,USA,,237310,,Y,Competed,,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
