Status,Contract Number,Task Order Number,Project Number,IsIDIQ,IsTaskOrder,IsPrime,Subcontract Number,Org ID,Title,Description,Award Amount,Funded Amount,POP Start,POP End,Contract Country,Contract State,NAICS,PSC,CPAR eligible?,Quality Level,Acquisition Type,Competition,Contract Type,Currency,Billing Address,Billing Frequency,G&A %,OH %,Fee %,Invoice Submission Method,Payment Terms,Applicable Wage Determination,Billing Formula,Revenue Formula,Revenue Recognition EAC %,Onsite OH,Offsite OH,Contract Rep,Project Controls Rep,Project Manager,Accounting Rep,Awarding Agency,Award Agency Contract Representative,Awarding Agency Technical Representative,Funding Agency,Funding Agency Contract Representative,Funding Agency Technical Representative,Human Resources Rep,Action,Purchasing Rep,Subcontract Rep
Inactive,L14PA00113,100.16,002764.100.16,0,1,1,L15PB00262,01.20.01,"Mac D Soil Cap, O&M Plan",,18000,14858.43,2015-04-09T00:00:00,2015-12-19T00:00:00,USA,ID,541620,,,2,Small Business,Competed,Firm Fixed Price,,IPP.Gov,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,CO-2015-0001,,50019,0,0,1,,05.30.99,Paducah Services of John Hobbs,,11595.6,11595.6,2015-02-23T00:00:00,2015-03-15T00:00:00,USA,KY,561210,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,email to ashley.simmons@swiftstaleyinc.com,,,,0,,,Service Contract Act,,,,,,41,216,737,184,,,,,,,,Add,,
Inactive,L14PA00113,500.03,002764.500.03,0,1,1,TBD,01.10.99,"Manteca, CA Diesel Spill Emergency Response ",,26879,26879,2015-04-15T00:00:00,2015-06-30T00:00:00,USA,CA,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,L14PA00113,500.04,002764.500.04,0,1,1,L15PB00339,01.10.99,Longfellow Mill Tailings Removal,,63808.39,63808.39,2015-04-15T00:00:00,2015-05-29T00:00:00,USA,CA,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,,10,20067.01,0,0,0,,02.20.99,CDM Smith Rockwell Jackson TN,,22630,22630,2015-04-16T00:00:00,2019-06-28T00:00:00,USA,ID,0,,N,2,Unrestricted,Non-Competed,Fixed Unit Price,USD,Please email invoice to CO,,,,8,,,,,,,,,4034,145,4102,4133,,,,,,,,Add,,
Inactive,PO #900722933,79,3851.079,0,0,1,,01.30.04,WS148 - April 2015 EDM Filter Waste Stream Sampling,,770,770,2015-04-13T00:00:00,2015-05-29T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,Online Invoice PO #900722933,,,,,,,,,,,,,41,281,221,184,,,,,,,,Add,,
Inactive,PO #900722933,80,3851.08,0,0,1,,01.30.04,Ws149 - April 2015 VPS Furnace Waste Stream Sampling ,,1476.31,1476.31,2015-04-13T00:00:00,2015-05-29T00:00:00,USA,SC,562910,,,2,Unrestricted,,Time and Materials,,Online PO #900722933,,,,,,,,,,,,,41,281,221,184,,,,,,,,Add,,
Inactive,,18,40007.018,0,0,0,,04.20.12,2015 BPRP Oversight,,238061.57,238061.57,2015-03-01T00:00:00,2015-12-31T00:00:00,USA,ID,562910,,,2,Unrestricted,Competed,Time and Materials,,Invoice developed and delivered by PM,,,,,,,Davis Bacon Act,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,,12,30039.012,0,0,0,15-NWI-001,03.20.10,QEP Jonah Field 105 Pipeline Segments,,7000,7000,2015-04-13T00:00:00,2015-08-31T00:00:00,USA,WY,541620,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"QEP Field Service!;, LLC
Attn : Accounts Payable
1050 17th Street, Suite 800
Denver CO 80265",,,,8,,,,,,,,,449,281,213,139,,,,,,,,Add,,
Inactive, DE-SC0013000 ,1,40045.001,0,0,1,DE-DT0009101,04.30.99,Painting HR Hallway at Building 2714G,,2138.3,2138.3,2015-04-20T00:00:00,2015-05-01T00:00:00,USA,TN,236220,,,2,8(a),Non-Competed,Firm Fixed Price,,Vipers,,,,8,,,,,,,,,41,216,737,184,,,,,,,,Add,,
Inactive,,,20093,0,0,0,154606,02.20.01,BEA - MFC/TREAT Fire Water Project,,6613493.12,6613493.12,2015-04-02T00:00:00,2016-05-19T00:00:00,USA,ID,236210,,,1,Unrestricted,Competed,Firm Fixed Price,,jeremy.bishop@inl.gov and albert.wilcox@inl.gov,,,,8,,,Davis Bacon Act,,,,,,41,216,416,184,,,,,,,,Add,,
Inactive,179342,3,10797.003,0,0,1,,01.30.04,Savannah River Site TO/HSO - CMP Pits,,44309.67,34213.15,2015-04-22T00:00:00,2015-06-30T00:00:00,USA,SC,562910,,,2,Unrestricted,Competed,Firm Fixed Price,,email to SRNS-accispay@srs.gov,,,,8,,,Service Contract Act,,,,,,41,145,428,3924,,,,,,,,Add,,
Inactive,,5,10797.005,0,0,1,179342,01.30.04,Savannah River Site TO/HSO - 288-F,,34588.78,34588.78,2015-04-27T00:00:00,2015-07-31T00:00:00,USA,SC,562910,,,2,Unrestricted,Competed,Firm Fixed Price,,email to SNRS-accispay@srs.gov,,,,8,,,Service Contract Act,,,,,,41,145,428,3924,,,,,,,,Add,,
Inactive,C903,415,40005.415,0,0,1,,04.20.12,TO 415 - Government Gulch Limited Use Repository Development,,166828.43,166828.43,2015-04-22T00:00:00,2015-05-18T00:00:00,USA,ID,562910,,,2,Unrestricted,Competed,Time and Materials,,Kellogg office preparing and sending invoices,,,,,,,Davis Bacon Act,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,DE-NE0000482 ,508,20049.508,0,1,1,15-008,02.20.01,15-008 Support of Advanced Reactor Technology ASME Code Development,,122838,108081.1,2015-04-16T00:00:00,2016-04-15T00:00:00,USA,ID,541690,,,2,8(a),Non-Competed,Time and Materials,,reference msa,,,,,,,,,,,,,449,145,89,139,,,,,,,,Add,,
Inactive,W912D0-13-D-0001 0006,6,30079.006,0,0,1,,03.10.99,Delivery Order 006 - Ft Wainwright Sampling (Option 2),,58446.98,58446.98,2015-05-01T00:00:00,2015-10-31T00:00:00,USA,AK,541380,,,2,Small Business,Competed,Fixed Unit Price,,WAWF,,,,,,,Service Contract Act,,,,,,416,145,88,184,,,,,,,,Add,,
Inactive, L14PC00105 ,12,30130.012,0,0,1,L15PD00440,03.20.01,DO #12 NIFC 215-GBK Warehouse Energy Efficient Lighting,,14560,14560,2015-05-06T00:00:00,2015-07-14T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,10,,,,,,,,,449,281,89,1140,,,,,,,,Add,,
Inactive,,,40048,0,0,0,,04.10.99,"1 Day Road Repair Fourth of July Winnemucca, NV",,2500,1692.43,2015-05-04T00:00:00,2015-05-31T00:00:00,USA,NV,237990,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,Credit Card Payment,,,,8,,,Davis Bacon Act,,,,,,41,216,113,139,,,,,,,,Add,,
Inactive, DE-NE0000482 ,509,20049.509,0,1,1,15-009,02.20.01,15-009 Support for the Development and Implementation of a Consent Based Siting Program for Future Nuclear Waste Management Facilities,,2146000,2146000,2015-05-05T00:00:00,2015-09-30T00:00:00,USA,ID,541690,,,2,8(a),Non-Competed,Time and Materials,,reference msa,,,,,,,,,,,,,449,145,533,1140,,,,,,,,Add,,
Inactive,,,10820,0,0,1,,01.30.04,SCDOT Sampling 2015,,5814.14,5814.14,2015-05-04T00:00:00,2015-07-04T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"SC DOT
955 Park Street
Columbia, SC 29202
Attn: Tim Hunter",,,,8,,,,,,,,,41,281,428,184,,,,,,,,Add,,
Inactive,L14PA00113,100.17,002764.100.17,0,1,1,L15PB00335,01.20.01,Morgan's Pasture Clean Up,,2801.37,2801.37,2015-05-11T00:00:00,2015-09-30T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,W911KB-13-D-0020 (TO 11),,60003,0,0,0,202.113-14/02,02.30.04,Weldin Construction UST Removal JBER,,53630.33,53630.33,2015-05-07T00:00:00,2015-10-30T00:00:00,USA,AK,541620,,,2,Unrestricted,Non-Competed,Fixed Unit Price,,"561 E. Steel Loop, Suite 200
Palmer, AK 99645",,,,,,,Davis Bacon Act,,,,,,416,145,88,184,,,,,,,,Add,,
Inactive,157042,,20094,0,0,1,,02.20.01,BEA Land Mobile Radio Project,,509307.18,509307.18,2015-05-05T00:00:00,2016-01-30T00:00:00,USA,ID,236210,,,2,Small Business,Competed,Firm Fixed Price,,email to albert.wilcox@inl.gov,,,,8,,,Davis Bacon Act,,,,,,41,216,75,344,,,,,,,,Add,,
Inactive,PO #900722933,81,3851.081,0,0,1,,01.30.04,WS150 - May 2015 H-Bay Concrete Waste Stream Sampling ,,1830.44,1830.44,2015-05-11T00:00:00,2015-06-26T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,Online Invoice PO #900722933,,,,,,,,,,,,,41,281,221,184,,,,,,,,Add,,
Inactive,,4,30148.004,0,0,1,4,03.20.01,Upper Salmon River Basin North Fork Salmon River Cultural Survey Modifications,,2500,2500,2015-05-11T00:00:00,2015-08-28T00:00:00,USA,ID,541620,,,2,Unrestricted,Non-Competed,Time and Materials,,"Jessica Buelow
Regional Fisheries Biologist
Idaho Fish and Game
99 Hwy. 93 N
Salmon, ID 83467
Jessica.buelow@idfg.idaho.gov

",,,,,,,,,,,,,449,281,219,184,,,,,,,,Add,,
Inactive,08.14011.26,,10821,0,0,0,,01.30.04,"Wetland Delineation and EA for the Hazardous Devices School at Redstone Arsenal, AL",,120910,120910,2015-05-12T00:00:00,2016-05-11T00:00:00,USA,AL,541620,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"HOK
Canal House
3223 Grace Street NW
Washington, DC 20007
Attn: Aaron Altman",,,,8,,,,,,,,,3454,281,124,184,,,,,,,,Add,,
Inactive,DE-AC52-06NA25396 ,2,20074.002,0,1,0,211438,02.20.99,15-QA-029 LANL QA Staff Aug,,712230.5,712230.5,2015-05-18T00:00:00,2017-09-30T00:00:00,USA,NM,541611,,N,2,8(a),Competed,Time and Materials,,Reference MSA,,,,,,,,,,,,,41,145,245,139,,,,,,,,Add,,
Inactive,DE-SC0013000,2,40045.002,0,0,1,DE-DT009314,04.30.99,Remodel Room 1107-6,,6157.96,6157.96,2015-05-14T00:00:00,2015-06-14T00:00:00,USA,TN,236210,,,2,8(a),Non-Competed,Firm Fixed Price,,VIPERS,,,,8,,,Davis Bacon Act,,,,,,41,216,737,184,,,,,,,,Add,,
Inactive,332,6,10797.006,0,0,1,FP 006- 0000228551,01.30.04,P-Area Reactor Groundwater Model Revision,,140324.99,140324.99,2015-05-14T00:00:00,2015-09-15T00:00:00,USA,SC,562910,,,2,Unrestricted,Competed,Firm Fixed Price,,email to SNRS-accispay@srs.gov,,,,0,,,Service Contract Act,,,,,,41,145,428,3924,,,,,,,,Add,,
Inactive,,13,30039.013,0,0,0, 15-NWI-002,03.20.10,ROWs in the North District,Storm Water Pollution Prevention Plan (SWPPP) monitoring along gas pipeline rights-of-way in north-western Colorado and south-western Wyoming.,30000,30000,2015-06-01T00:00:00,2015-10-01T00:00:00,USA,WY,541620,,,2,Unrestricted,Non-Competed,Firm Fixed Price,," QEP Field Service!;, LLC Attn : Accounts Payable 1050 17th Street, Suite 800 Denver CO 80265 ",,,,8,,,,,,,,,449,281,213,139,,,,,,,,Add,,
Active, GS10-F-111BA ,5,30131.005,0,0,1,L15PD00487,03.20.01,BLM Shotgun Valley EA,,23005,23005,2015-06-01T00:00:00,2015-12-15T00:00:00,USA,ID,541620,,,2,Small Business,Competed,Firm Fixed Price,,www.ipp.gov,,,,6,,,Service Contract Act,,,,,,4034,,94,344,,,,,,,,Add,,
Inactive,L14PA00113,500.05,002764.500.05,0,1,1,L15PB00537,01.10.99,Rand OU1,,1481722.83,1481722.82,2015-05-18T00:00:00,2016-03-31T00:00:00,USA,CA,562910,,,2,Small Business,Competed,Time and Materials,,BLM IPP System,,,,,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,PO #331408,,10822,0,0,1,,01.30.04,Wilsonart-Misc 2014/2015 Air Reg Requirements,,38642.95,38642.95,2015-05-06T00:00:00,2016-07-31T00:00:00,USA,NC,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,"Wilsonart International
80 LA White Drive
Fletcher, NC 28732
Attn: James Macomson",,,,,,,,,,,,,3454,281,121,184,,,,,,,,Add,,
Inactive,L14PA00113,600.06,002764.600.06,0,1,1,L15PB00378,01.10.99,Rhyolite Site Clean Up,,15944.64,15944.64,2015-05-26T00:00:00,2015-06-30T00:00:00,USA,,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,,1,30159.001,0,0,0,,03.20.10,"FMC Ph 1 Environmental Site Assessment, Boulder WY",,3783.15,3783.15,2015-06-01T00:00:00,2015-06-30T00:00:00,USA,WY,541620,,,2,Unrestricted,Non-Competed,Time and Materials,,"FMC Technologies, Inc. 2825 W Washington Street Stephenville TX 76401 - Email to Gerry Kendall at Gerry.kendall@fmcti.com",,,,,,,,,,,,,449,281,213,139,,,,,,,,Add,,
Active,W9128F-11-A-0022  TO #4,4,10769.004,0,0,1,,01.30.04,JB CHS WeaponsT&E Surveys,,39986.57,39986.57,2015-05-29T00:00:00,2016-05-28T00:00:00,USA,SC,541620,,,2,Small Business,Competed,Firm Fixed Price,,,,,,8,,,Service Contract Act,,,,,,4034,,124,184,,,,,,,,Add,,
Inactive,PO #900722933,82,3851.082,0,0,0,,01.30.04,WS151 - May 2015 Filter & Metal Dust Waste Stream Sampling,,2991.35,2991.35,2015-05-29T00:00:00,2015-12-31T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,On line PO #900722933,,,,,,,,,,,,,41,281,221,184,,,,,,,,Add,,
Inactive,N00189-15-C-0036,1,50020.001,0,0,1,,05.30.99,Adminstrative Support Services IAW PWS in support of the National Defense University,,30531.45,30531.45,2015-06-15T00:00:00,2015-12-15T00:00:00,USA,DC,561110,,,2,8(a),Non-Competed,Fixed Unit Price,,wawf - reference page 31 of 34 of the contract,,,,,,,,,,,,,41,216,790,344,,,,,,,,Add,,
Inactive,30160,1,30160.001,0,0,1,,03.20.10,2015 QEP Reclamation Monitoring Bid,"Vegetation monitoring on reclaimed well pads within the Pinedale Anticline gas field. Also, creation of spatial files of disturbance and reclamation areas using GPS.",10425,10425,2015-06-08T00:00:00,2016-01-31T00:00:00,USA,WY,541620,,,2,Unrestricted,Non-Competed,Time and Materials,,Email Pete Guernsey,,,,,,,,,,,,,449,281,213,139,,,,,,,,Add,,
Inactive,L14PA00113,300.04,002764.300.04,0,0,1,L15PB00428,01.20.99,Gilpin County Dump Site Cleanup,,23319.87,23319.87,2015-06-01T00:00:00,2015-09-30T00:00:00,USA,CO,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,AG-02RC-C-15-0011,,40049,0,0,1,,04.20.12,Big Smith Creek Culvert Replacement -Lochsa RD Nez Perce Clearwater NF ,,170068.73,170068.73,2015-07-01T00:00:00,2016-09-30T00:00:00,USA,ID,237990,,Y,2,8(a),Non-Competed,Firm Fixed Price,,"USDA Forest Service
Idaho Montana Acquisition Team
Nez Perce-Clearwater  NFs, Granville Office
104 Airport Road
Grangeville, ID 83530",,,,8,,,Davis Bacon Act,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,L14PC00105 ,14,30130.014,0,0,1,L15PD00558,03.20.01,DO #14 Cottonwood Field Office Inspection,,219370,219370,2015-06-22T00:00:00,2016-12-16T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,10,,,,,,,,,449,281,89,1140,,,,,,,,Add,,
Inactive,,,10823,0,0,1,,01.30.04,FMOR-EPCRA Tier II and Form R,,17800,17800,2015-06-04T00:00:00,2016-12-31T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"Federal-Mogul Motorparts
2084 Rowesville Road Hwy 21S
Orangeburg, SC 29115-2846",,,,8,,,,,,,,,3454,281,121,184,,,,,,,,Add,,
Inactive, L14PC00105 ,13,30130.013,0,0,1,L15PD00556,03.20.01,DO #13 NIFC 300-JW AV System Upgrade,,2788.44,2788.44,2015-06-22T00:00:00,2015-09-09T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,10,,,,,,,,,4158,,89,3929,,,,,,,,Add,,
Inactive,L14PA00113,100.18,002764.100.18,0,1,1,TBD,01.20.01,Salmon Drum Removal,,2500,2500,2015-06-11T00:00:00,2015-07-31T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Firm Fixed Price,,Credit Card Payment,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,W911KB-11-D-0006 (009),9,10583.009,0,0,1,,01.10.02,"Title II Services, Alaska",,494050,494050,2015-06-11T00:00:00,2017-03-31T00:00:00,USA,AK,541620,,,2,Unrestricted,Non-Competed,Fixed Unit Price,,"U .S. ARMY ENGINEER D ISTR ICT, ALASKA
C /O U SACE FINANCE C ENTER
5720 INTEGRITY DRIVE
MILLINGTON TN 38054-5005",,,,8,,,Service Contract Act,,,,,,609,145,37,184,,,,,,,,Add,,
Inactive,PO #800080276,,10824,0,0,1,,01.30.04,GE Aviation Building Collapse Sampling Support,,1818.77,1818.77,2015-06-12T00:00:00,2015-07-31T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,Online PO #800080276,,,,,,,,,,,,,41,281,221,184,,,,,,,,Add,,
Inactive,,,10825,0,0,1,,01.30.04,SCA-Air Reg Evaluation,,5300,5300,2015-05-07T00:00:00,2015-12-31T00:00:00,USA,KY,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"SCA Americas
7030 Louisville Rd.
PO Box 90022
Bowling Green, KY 42102-9022",,,,8,,,,,,,,,41,281,121,184,,,,,,,,Add,,
Inactive,HSCG88-15-A-BOA001,,40047,0,0,1,,04.10.99,BOA - Emergency Repairs 7 Minor Construction / OR & WA,,0,0,2015-05-01T00:00:00,2018-04-30T00:00:00,USA,CA,236220,,N,2,8(a),Competed,Firm Fixed Price,,To be provided on Task Orders,,,,,,,Davis Bacon Act,,,,,,4489,145,37,4324,,,,,,,,Add,,
Inactive,HSCG88-15-A-BOA001,,40047,0,0,1,,04.10.99,BOA - Emergency Repairs 7 Minor Construction / OR & WA,,0,0,2015-05-01T00:00:00,2018-04-30T00:00:00,USA,OR,236220,,N,2,8(a),Competed,Firm Fixed Price,,To be provided on Task Orders,,,,,,,Davis Bacon Act,,,,,,4489,145,37,4324,,,,,,,,Add,,
Inactive,HSCG88-15-A-BOA001,,40047,0,0,1,,04.10.99,BOA - Emergency Repairs 7 Minor Construction / OR & WA,,0,0,2015-05-01T00:00:00,2018-04-30T00:00:00,USA,WA,236220,,N,2,8(a),Competed,Firm Fixed Price,,To be provided on Task Orders,,,,,,,Davis Bacon Act,,,,,,4489,145,37,4324,,,,,,,,Add,,
Inactive,PO #7400002929,83,3851.083,0,0,1,,01.30.04,Ws152 - June 2015 GTTC Soil & Railroad Tie Waste Stream Sampling,,1483.36,1483.36,2015-06-15T00:00:00,2015-07-31T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,Online PO #740002929,,,,,,,,,,,,,41,281,221,184,,,,,,,,Add,,
Inactive,DE-SC0013000,3,40045.003,0,0,1,DE-DT0009491,04.30.99,"2714 Building, K-Wing Roofing",,42762.87,42762.87,2015-06-12T00:00:00,2015-09-01T00:00:00,USA,,236220,,,2,8(a),Non-Competed,Firm Fixed Price,,Vipers System,,,,8,,,Davis Bacon Act,,,,,,41,216,737,184,,,,,,,,Add,,
Inactive,C935,,40015,0,0,1,,04.20.12,Remedial Construction Oversight,,37995.9,37995.9,2015-05-19T00:00:00,2016-05-18T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Time and Materials,,Kellogg office will prepare the invoice.,,,,,,,,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,N00024-12-C-2106 ,2,30117.002,0,0,0,055-2,03.20.01,NRF Steam System Evaluation,,1079.04,1079.04,2015-06-17T00:00:00,2015-06-23T00:00:00,USA,ID,541620,,,2,8(a),Non-Competed,Time and Materials,, Reference attached Subconsultant Invoice Transmittal ,,,,,,,,,,,,,4034,145,89,4133,,,,,,,,Add,,
Inactive,W911KB-14-D-0006 TO 006,,10826,0,0,0,34160011-01,01.10.02,"Well Decommissioning near Haines, AK ",,5078.43,5078.43,2015-06-18T00:00:00,2015-08-31T00:00:00,USA,AK,562910,,,2,Small Business,Non-Competed,Firm Fixed Price,,"111 West 16th Ave, Third Floor
Anchorage, AK 99501",,,,8,,,Service Contract Act,,,,,,416,145,88,184,,,,,,,,Add,,
Active,DE-EM0003760,,50021,0,0,1,,05.30.05,Transuranic Waste Processing Center (TWPC) Re-Compete,,232268503.5,150626658,2015-10-19T00:00:00,2020-10-26T00:00:00,USA,TN,562211,,Y,1,Small Business,Competed,Multi,USD,"EMCBC
U.S. Department of Energy
EM Consolidated Business Center
250 E. 5th Street, Suite 500
Cincinnati, Ohio 45202",,,,,,,Service Contract Act,,,,,,4308,145,2472,3924,,,,,,,,Add,,
Inactive,PO #331609,,10827,0,0,1,,01.30.04,Wilsonart - EPCRA 313,,3200,3200,2015-06-18T00:00:00,2015-12-31T00:00:00,USA,NC,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"Wilsonart
2400 Wilson Place
PO Box 6110
Temple, TX 76503-6110",,,,8,,,,,,,,,41,281,121,184,,,,,,,,Add,,
Inactive,AG-02RC-C-15-0017,,40052,0,0,1,,04.20.12,"Newsome Creek Reach 2 Floodplain Restoration/Dredge Material Removal -near Elk City, ID ",,239686,239686,2015-06-18T00:00:00,2015-11-23T00:00:00,USA,ID,237990,,,2,Small Business,Competed,Fixed Unit Price,,IPP System,,,,6,,,Davis Bacon Act,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,,,10828,0,0,1,,01.30.04,FMMO - Additional Air Emissions Task,,4500,4500,2015-04-23T00:00:00,2015-12-31T00:00:00,USA,MO,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"2002 East First Street
Maryville, MO 64468",,,,8,,,,,,,,,41,281,121,184,,,,,,,,Add,,
Inactive,L14PA00113,600.07,002764.600.07,0,1,1,L15PB00826,01.10.99,"Las Vegas, NV Jones Blvd.",,3559.72,3559.72,2015-06-25T00:00:00,2015-07-31T00:00:00,USA,NV,562910,,,2,Small Business,Competed,Firm Fixed Price,,IPP system,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,,8,40006.008,0,0,1,,04.20.12,NM-363 Area Wide Investigation,,6175.65,6175.65,2015-06-25T00:00:00,2015-07-31T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Fixed Unit Price,,Kellogg Office will prepare invoice.,,,,8,,,Davis Bacon Act,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,,9,40006.009,0,0,1,,04.20.12,2015 LBCR Annex Investigation,,28709.68,28709.68,2015-06-25T00:00:00,2015-09-30T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Fixed Unit Price,,Kellogg Office will prepare invoice.,,,,8,,,Davis Bacon Act,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,L14PC00105 ,15,30130.015,0,0,1, L15PD00646 ,03.20.01,DO #15 Calf Creek Recreation Area Redevelopment,,55849,55849,2015-06-25T00:00:00,2017-10-28T00:00:00,USA,UT,541330,,Y,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,10,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Active,AG-02NV-B-14-0021 ,3,30127.003,0,0,1,AG-02NV-K-15-0011,03.20.01,Wildlife Biologist,,18270.64,18270.64,2015-06-24T00:00:00,2015-09-30T00:00:00,USA,ID,541620,,,2,8(a),Non-Competed,Firm Fixed Price,,ipp.gov,,,,8,,,,,,,,,4034,,94,344,,,,,,,,Add,,
Inactive, DE-AC30-10CC40017 ,15,10526.015,0,0,0,FPER03286B,01.30.99,Portsmouth June 2015 Sampling,,13090,13090,2015-06-29T00:00:00,2015-12-31T00:00:00,USA,ID,562910,,,2,Small Business,Non-Competed,Fixed Unit Price,," Fluor-B&W Portsmouth LLC P.O. Box 548 Piketon, OH 45661 Attn: Accounts Payable and an electronic copy emailed to the CO ",,,,,,,,,,,,,449,145,267,184,,,,,,,,Add,,
Inactive,25774-YUS-FC3-ak00-00001,,40050,0,0,1,,04.30.99,UPF Portal 19 Project with CNS ,,1661008.4,1661008.4,2015-06-29T00:00:00,2016-03-25T00:00:00,USA,TN,236210,,N,2,Small Business,Competed,Firm Fixed Price,USD,,,,,6,,,Davis Bacon Act,,,,,,4380,216,790,184,,,,,,,,Add,,
Inactive, DE-AC52-06NA25396 ,3,20074.003,0,0,0,211438,02.20.99,15-QA-043 LANL QA Staff Aug,,110000,110000,2015-06-22T00:00:00,2017-09-30T00:00:00,USA,NM,541611,,,2,8(a),Competed,Time and Materials,,see msa,,,,,,,,,,,,,41,145,245,139,,,,,,,,Add,,
Inactive,N44255-15-C-7006,,40053,0,0,1,,04.10.99,"HVAC, Lighting and Water Modernization at NS Everett, Jim Creek, Pacific Beach and Smoky Point",,299951.49,299951.49,2015-06-25T00:00:00,2015-12-07T00:00:00,USA,WA,237110,,,,8(a),Non-Competed,Firm Fixed Price,,WAWF,,,,6.8,,,Davis Bacon Act,,,,,,416,145,552,184,,,,,,,,Add,,
Active,N00189-14-D-Z043-0001,1,50013.001,0,1,1,,05.40.99,NAVSUP Task 1 Support for Joint Staff,,542747.05,542747.05,2015-07-01T00:00:00,2016-06-30T00:00:00,USA,DC,561110,,Y,2,8(a),Non-Competed,Cost Plus Fixed Fee,,WAWF,,,,,,,Service Contract Act,,,,,,4774,216,2403,344,,,,,,,3458,Add,4467,
Active,N00189-14-D-Z043-0002,2,50013.002,0,1,1,,05.40.99,Task 2  support for the Joint Staff,,2290352.53,2290352.53,2015-07-01T00:00:00,2016-06-30T00:00:00,USA,VA,561110,,Y,2,8(a),Non-Competed,Cost Plus Fixed Fee,,WAWF,,,,,,,Service Contract Act,,,,,,4774,216,2403,344,,,,,,,3458,Add,4467,
Active,N00189-14-D-z043-0003,3,50013.003,0,1,1,,05.40.99,NAVSUP Task 3 Future Joint Force Development,,432209.7,411016,2015-07-01T00:00:00,2016-06-30T00:00:00,USA,VA,561110,,Y,2,8(a),,Cost Plus Fixed Fee,,WAWF,,,,,,,Service Contract Act,,,,,,4774,216,2403,344,,,,,,,3458,Add,4467,
Active,N00189-14-D-z043-0004,4,50013.004,0,1,1,,05.40.99,NAVSUP Task 4 Directors action Group,,142743.58,142743.58,2015-07-01T00:00:00,2016-06-30T00:00:00,USA,DC,561110,,Y,2,8(a),Non-Competed,Cost Plus Fixed Fee,,WAWF,,,,,,,Service Contract Act,,,,,,4774,216,2403,344,,,,,,,3458,Add,4467,
