FarClauseGuid,Number,Title,Paragraph,UpdatedBy,IsDeleted
C2762EC8-FAE2-425E-9BE1-66B6B5AA7684,52.237-1,Site Visit.,37.110(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FBF85940-D76E-4E59-93DD-66EC2E8AE8F3,52.236-11,Use and Possession Prior to Completion.,36.511,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
68E6DCEB-A61B-4912-9537-678C692C8D91,52.223-7,Notice of Radioactive Materials.,23.602,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
59901C5B-0A4B-4AD6-AF5B-6815798C0989,52.225-13,Restrictions on Certain Foreign Purchases.,25.1103(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
512F22B4-6B37-401A-8A58-6819A2CC94B7,52.241-8,Change in Rates or Terms and Conditions of Service for Unregulated Services.,41.501(d)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5CEBE911-CC5F-4E6A-A637-683829053AF6,52.236-9,"Protection of Existing Vegetation, Structures, Equipment, Utilities, and Improvements.",36.509,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FB583AD1-8469-4E2F-B68C-68C57D4A4D89,52.222-24,Preaward On-Site Equal Opportunity Compliance Evaluation.,22.810(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
20543F6F-A602-4404-AE67-691969F330CD,52.247-41,C.&f. Destination.,47.303-13(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
71B191CE-23FD-44CD-9A56-691F448EEA42,52.246-17,Warranty of Supplies of a Noncomplex Nature.-Alternate II,46.710(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BF08384A-4065-432A-B852-698CC3BE2A52,52.247-23,Contractor Liability for Loss of and/or Damage to Household Goods.,47.207-7(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
877F0E1D-0E9A-4F3A-A623-69A5D9AA083F,52.227-11,Patent Rights—Retention by the Contractor (Short Form).,27.303(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5011418A-A1D7-4D30-BB82-6AD48E631323,52.241-9,Connection Charge.-Alternate I,41.501(d)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4AFF437A-B769-41B4-96B2-6AE796892DAC,52.219-23,Notice of Price Evaluation Adjustment for Small Disadvantaged Business Concerns.,19.1104,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
235A2671-E238-42C5-B8FC-6B2589E3671B,52.249-2,Termination for Convenience of the Government (Fixed-Price).-Alternate I,49.502(b)(1)(ii),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C9399EC1-E15B-4063-9967-6B5E90BB4654,52.222-42,Statement of Equivalent Rates for Federal Hires.,22.1006(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7452D468-69E1-4E3A-8E5B-6C12F22AF49C,52.227-14,Rights in Data—General.--Alternate III,27.409(d) & (g),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3AE81AF8-9EAE-4F4E-A040-6C1E31BF50E2,52.237-8,Restriction on Severance Payments to Foreign Nationals.,37.113-2(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A3149C18-6B23-4DCE-92DB-6C4307258E21,52.204-1,Approval of Contract.,4.103,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7E676760-DB52-48D0-AA15-6D20EA409E78,52.232-16,Progress Payments.-Alternate I,32.502-4(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
CF2F46E6-03A2-4C36-909F-6D2887073E8C,52.250-1,Indemnification under Public Law 85-804.-Alternate I,50.403-3,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3543CA98-BF5C-4154-BA1C-6D40E43F03AD,52.227-17,Rights in Data—Special Works.,27.409(i),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
ABF9A6E4-6319-4B48-A3C7-6DB78B8DD2EC,52.222-17,Labor Standards for Construction Work—Facilities Contracts.,22.407(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
10725892-23EB-4CB5-BD4A-6DBA094EE8A6,52.237-4,Payment by Government to Contractor.-Alternate I,37.304(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
638C2E53-747E-4DA1-9D65-6EC292180C70,52.236-8,Other Contracts.,36.508,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6D8A44C6-9B4E-47FA-9317-6F276BDA1BE7,52.219-27,Notice of Total Service-Disabled Veteran-Owned Small Business Set Aside.,19.1407,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B4C439A7-E0BE-4C78-A287-7084EC8B44E2,52.246-9,Inspection of Research and Development (Short Form).,46.309,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
50FA8568-A684-4465-99AF-717043AE741F,52.246-18,Warranty of Supplies of a Complex Nature.-Alternate III,46.710(b)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
488301F1-5284-4E9F-B365-718B7CCB0891,52.249-8,Default (Fixed-Price Supply and Service).-Alternate I,49.504(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
59542B6F-AF30-4F8E-9D29-719035D0A888,52.247-20,Estimated Quantities or Weights for Evaluation of Offers.,47.207-6(c)(6),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A3307AAB-3A94-4E43-BAF9-71F2B027ADA4,52.225-2,Buy American Act Certificate.,25.1101(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E6934780-4DC3-401B-BD8F-721B446937AE,52.247-56,Transit Arrangements.,47.305-13(a)(3)(ii),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BEF6449A-150C-4715-8C0E-725E3C07A7CF,52.207-3,Right of First Refusal of Employment.,7.305(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A33F387A-80F2-4097-9058-7365E6E2C3A4,52.233-3,Protest after Award.-Alternate I,33.106(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1AC61790-383C-4ADE-A549-73EA9662C072,52.215-14,Integrity of Unit Prices.,15.408(f)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
621436EC-B470-4D2B-AA78-7416C11A5317,52.250-1,Indemnification under Public Law 85-804.,50.403-3,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3EBC87D6-C4B8-44D4-8E18-7448ABFE5160,52.228-13,Alternative Payment Protections.,28.102-3(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8E02866C-A16C-4D37-951A-744E3209D091,52.232-12,Advance Payments.-Alternate I,32.412(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6C34AA82-D0AB-4360-9673-74A4F5F8C8D4,51.002-6,Demo Clause,,920EA36E-911C-4345-8BE5-29C190C8E5C5,0
353F7E24-747B-4AC8-9BBC-74AC30171E17,52.246-19,Warranty of Systems and Equipment under Performance Specifications or Design Criteria.-Alternate II,46.710(c)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A4915F3C-0DD2-4BB5-849B-74B37E42A01B,52.246-20,Warranty of Services.,46.710(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2901CC9D-1697-4D85-BE6B-754C80D64406,52.233-2,Service of Protest.,33.106(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4ADFDCB9-9BDD-47E3-9227-75CB32E7BD38,52.219-22,Small Disadvantaged Business Status.,19.308(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
59746E9D-BFAD-4820-BA92-75DD907B473D,52.241-4,Change in Class of Service.,41.501(c)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6DD3EC42-E1AC-4815-B8AF-75E5BFE47E84,52.216-5,Price Redetermination—Prospective.,16.205-4,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
70D2FF73-979C-4FD0-A189-75FB2C2B179F,52.247-63,Preference for U.S.-Flag Air Carriers.,47.405,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5E61A29B-D86F-45F4-AA07-7615F4AB1E4A,52.225-9,Buy American Act—Construction Materials.,25.1102(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BD92FC1F-D5C7-4566-934B-761AD23545DB,52.222-6,Davis-Bacon Act.,22.407(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
74C3940D-A16D-4E20-82E8-7638542D7B24,52.247-36,"F.a.s. Vessel, Port of Shipment.",47.303-8(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
04A110EE-AF07-4BAE-913B-769F387D66AA,52.249-2,Termination for Convenience of the Government (Fixed-Price).,49.502(b)(1)(i),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D5FCE9D3-AA57-44D5-ACE9-77EC6373BD6C,52.212-3,Offeror Representations and Certifications—Commercial Items.-Alternate I,12.301(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
ECC2E880-42E5-41D5-8D2D-7828C7261058,52.225-3,Buy American Act—Free Trade Agreements—Israeli Trade Act.,25.1101(b)(1)(i),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7F0DDE07-FA9D-44A0-B74B-786B9E4DF3E6,52.224-2,Privacy Act.,24.104(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1B1CE782-4B1C-41DD-A156-786E91162423,52.207-2,Notice of Streamlined Competition. 3,7.305(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
32F33324-F25B-429F-ABEB-79B3887DB4C8,52.216-16,Incentive Price Revision—Firm Target.-Alternate I,16.406(a)3,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E063828D-3051-497C-B3AF-7A34FE17939D,52.232-28,Invitation to Propose Performance-Based Payments.,32.1005(b)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
54E0D26C-3C01-4C1D-A826-7A8918441399,52.214-34,Submission of Offers in the English Language.,14.201-6(w),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
87BEAA47-1196-48FE-8496-7AB414F5DC4B,52.247-38,"F.o.b. Inland Carrier, Point of Exportation.",47.303-10(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
094ADDCE-18E3-479C-887C-7AEC54D49E19,52.212-5,Contract Terms and Conditions Required to Implement Statutes or Executive Orders— Commercial Items,12.301(b)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
339AEEE5-7EFF-4E3E-9A3F-7B1D925CC316,52.232-15,Progress Payments Not Included.,32.502-3(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
41B70090-0C95-4CC6-A437-7B3F630E2402,52.247-3,Capability to Perform a Contract for the Relocation of a Federal Office.,47.207-1(b)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F40F1046-4B51-461E-AEC5-7BF280BE53A8,52.247-53,Freight Classification Description.,47.305-9(b)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
03827F3A-A7F4-4914-AE53-7C17FA5B00F3,52.208-5,Condition of Leased Vehicles.,8.1104(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
69C31E26-235D-46A4-A254-7C934FFB8E6C,52.222-35,"Equal Opportunity for  Special Disabled Veterans, Veterans of the Vietnam Era, and Other Eligible Veterans.",22.1310(A)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
971C6678-9C6D-4903-B79E-7D0BCA51D2D5,52.222-29,Notification of Visa Denial.,22.810(g),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
66CAA889-1718-487C-884E-7D1767DE3F5A,52.246-8,Inspection of Research and Development—Cost Reimbursement.,46.308,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
30584960-C831-4030-AC98-7D357CFE2AC2,52.227-3,Patent Indemnity.-Alternate I,27.203-2(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D0C8F2BB-F826-4694-9F00-7D51DCD5301A,52.219-18,Notification of Competition Limited to Eligible 8(a) Concerns. (See Note 2.),19.811-3(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A4614647-8FBB-4522-8163-7DBC71837621,52.228-4,Workers’ Compensation and War-Hazard Insurance Overseas.,28.309(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9138F6E2-DBB6-45D1-955D-7DEE9624D4DC,52.249-4,Termination for Convenience of the Government (Services) (Short Form).,49.502(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
57C78BB8-8DA4-4A0A-8D9A-7E149A14C31E,52.247-12,"Supervision, Labor, or Materials.",47.207-5(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1CCCCA54-F0F4-454D-BBFA-7E16BEF55B2F,52.216-8,Fixed Fee.,16.307(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C2D6340A-4CEC-43EE-A8EA-7E2CF6D67ADC,52.217-3,Evaluation Exclusive of Options.,17.208(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
CFA4A238-973F-4609-BF79-7EDD093B0CF4,52.242-2,Production Progress Reports.,42.1107(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C453BF55-7D10-4E3C-9D4B-7FC77D1FAF80,52.227-23,Rights to Proposal Data (Technical).,27.409(s),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8655771D-72E9-4A29-B8A3-7FEF1173F893,52.222-41,"Service Contract Act of 1965, As Amended.",22.1006(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3084562C-34E0-4E6A-9726-800454BA12FD,52.248-1,Value Engineering.,48.201,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
54C0F1C4-6A44-4ED5-86AB-80A0AE1CA1D9,52.215-21,Requirements for Cost or Pricing Data or Information Other Than Cost or Pricing Data—Modifications.,15.408(m),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
CCB8A25E-06B0-489C-8297-80AE1128167E,52.222-13,Compliance with Davis-Bacon and Related Act Regulations.,22.407(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
314C8595-E4A1-41A7-ACBE-80E5260C54B0,52.244-2,Subcontracts. (See Note 1.),44.204(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
29756D5E-043D-4E09-93B0-80FDF8F48240,52.232-34,Payment by Electronic Funds Transfer—Other than Central Contractor Registration.,"32.1110(a), (a)(2), (b), and (e)(2)",73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
60F23E1A-257F-4A14-B1DC-8202A1DB91B6,52.208-7,Tagging of Leased Vehicles.,8.1104(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F891E6E1-6980-42BC-9146-82F418B4706F,52.227-11,Patent Rights—Retention by the Contractor (Short Form).-Alternate IV,27.303(a)(5),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
255D0453-72D4-49BB-85BB-842788914CB9,52.227-13,Patent Rights—Acquisition by the Government.,27.303(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6E2086A9-11C6-494C-8B27-843776AC2834,52.241-2,Order of Precedence—Utilities.,41.501(c)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
345F4B67-7DD9-4F43-98B6-8540C97EA4A5,52.227-22,Major System—Minimum Rights.,27.409(r),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
91B99CD0-5E51-4E8F-9533-85455C601ACF,52.223-12,Refrigeration Equipment and Air Conditioners.,23.804(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
EDE8E0BB-33DA-440F-9F87-859B5D0BF530,52.233-1,Disputes.-Alternate I,33.215,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7AA0E5EF-E0BC-48B3-9359-85D00A819377,52.216-13,Allowable Cost and Payment —Facilities.,16.307(g)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
AC2B09C6-CC8C-437B-B01C-8649FD154845,52.234-1,Industrial Resources Developed Under Defense Production Act Title III.,34.104,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B285BFFD-27DD-4FEE-A7DF-866B74A68AA4,52.247-18,Multiple Shipments.,47.207-6(c)(5)(i),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
29BB493F-DD75-4993-A3CE-873D5B84BCAF,52.247-37,"F.o.b. Vessel, Port of Shipment.",47.303-9(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
89715EE6-14B3-4221-A6BE-8744AB8A54B8,52.236-13,Accident Prevention.-Alternate I,36.513,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D7B0FE44-3E97-4750-A570-88EEDB10E6BA,52.249-11,Termination of Work (Consolidated Facilities or Facilities Acquisition).-Alternate I,49.505(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1707B8FB-A0C2-4600-9DBF-891C1D700F0E,52.246-25,Limitation of Liability—Services.,46.805(a)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
47D7B2D7-0958-4295-9E87-897803A1E679,52.219-18,Notification of Competition Limited to Eligible 8(a) Concerns.-Alternate II,19.811-3(d)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F14429F2-0552-4FCF-BAF0-89AC1D1AF47F,52.236-2,Differing Site Conditions.,36.502,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DD243C1D-06E7-456C-9E74-89D8DCE440EB,52.243-1,Changes—Fixed Price.-Alternate V,43.205(a)(6),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DDE19C24-9D1F-4B4A-9FEB-8A0C20328BD2,52.245-13,Accountable Facilities (Nonprofit Educational Institutions).,45.302-7(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4798AE45-9312-4291-B9FB-8A49E0DBDCB8,52.236-15,Schedules for Construction Contracts.,36.515,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3A7E8736-FE83-4C80-B2DD-8A5B1914F700,52.204-3,Taxpayer Identification.,4.905,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5D6E8AE3-F22E-4397-A3CA-8AAE3B8EB7D2,52.214-15,Period for Acceptance of Bids.,14.201-6(i),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A5D586AA-F66B-4356-ACBA-8ADDA80AE42F,52.253-1,Computer Generated Forms.,53.111,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D2D5C78D-E18B-46A4-B9CF-8B3B5B467B8D,52.237-6,Incremental Payment by Contractor to Government.,37.304(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8703F31A-4B21-4383-B5EC-8B7FDFB48DF8,52.248-1,Value Engineering.-Alternate II,48.201(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7494EE0C-0317-4914-9D1B-8BC433E8B6B6,52.236-1,Performance of Work by the Contractor.,36.501(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BCE93516-81BD-4E42-AC74-8C57190E1154,52.219-19,Small Business Concern Representation for the Small Business Competitiveness Demonstration Program.,19.1008(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4B0CB234-A097-4F83-941D-8C7832A6DA58,52.211-13,Time Extensions.,11.503(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
73EA6075-4C2A-44C9-8DF2-8C9729F5693D,52.236-4,Physical Data.,36.504,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7037E55E-7AD2-4A7B-9526-8CCCFF155124,52.245-2,Government Property (Fixed-Price Contracts).-Alternate I,45.106(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
ACB9E57F-36DF-4D78-9457-8D7327F8BEBC,52.211-9,Desired and Required Time of Delivery.-Alternate III,11.404(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
643C97F4-EC88-4248-B6E7-8D73516397DB,52.219-14,Limitations on Subcontracting. (See Note 2.),19.508(e) or 19.811-3(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3EACCAEC-4901-4B16-92E2-8D89728EBA62,52.211-16,Variation in Quantity.,11.703(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D76EDF39-BECF-47DF-8C1C-8D9EB1FBD888,52.212-4,Contract Terms and Conditions—Commercial Items.,12.301(b)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F4015555-4DB2-4B62-B959-8E7EDF803D8F,52.225-4,Buy American Act—Free Trade Agreements—Israeli Trade Act Certificate.-Alternate II,25.1101(b)(2)(iii),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3D36B282-7103-4BBE-A3F0-8ECDC6AEE8B1,52.228-16,Performance and Payment Bonds—Other Than Construction.,28.103-4,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
34FF2946-3277-4E0C-B569-8EE4A5DAA360,52.243-3,Changes—Time-and-Materials or Labor-Hours.,43.205(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
65DC1547-6410-4DAF-8192-8EF14972287B,52.242-13,Bankruptcy.,42.903,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7248B169-E53F-4DE3-ADC9-902FF4187347,52.222-32,Davis-Bacon Act—Price Adjustment (Actual Method).,22.407(g),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9AE8F79B-6B58-4F83-B59A-909CBC125AC0,52.247-40,"Ex Dock, Pier, or Warehouse, Port of Importation.",47.303-12(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
73DB45C1-A768-44D8-A36E-90A3EDA945BA,52.247-22,Contractor Liability for Loss of and/or Damage to Freight Other Than Household Goods.,47.207-7(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0585D739-322F-4912-860A-90B46BED91FA,52.217-7,Option for Increased Quantity—Separately Priced Line Item.,17.208(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A86C15CA-DD67-44B3-A52D-9184A29451B0,52.249-10,Default (Fixed-Price Construction).-Alternate III,49.504(c)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
45E78A0C-B60A-4CE5-AE35-91A6711C87DC,52.230-5,Cost Accounting Standards—Educational Institution.,30.301-4(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
51BB7D06-82F7-4176-B9AE-9263B7FA22A8,52.219-6,Notice of Total Small Business Set-Aside.,19.508(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A33FC595-A4EC-423A-B21B-93E0973A5B13,52.243-2,Changes—Cost Reimbursement.-Alternate III,43.205(b)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E52A0490-E9FE-465B-B739-94C008ACFCE0,52.232-20,Limitation of Cost.,32.705-2(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F84F20B2-0612-48BF-BBD5-956DF89A1BCF,52.214-26,Audit and Records—Sealed Bidding.,14.201-7(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
96B057F9-6E41-48D3-BFB6-956E6CC0DB70,52.228-3,Workers’ Compensation Insurance (Defense Base Act).,28.309(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
EF7B2F3B-9AC7-417A-8A89-958B1195365C,52.242-3,Penalties for Unallowable Costs.,42.709-6,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E7C35AE4-7E30-46B5-A145-959A521550FE,52.215-17,Waiver of Facilities Capital Cost of Money.,15.408(i),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
25CB5E24-3506-405D-B974-95D0FFD4A991,52.245-16,Facilities Equipment Modernization.,45.302-7(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E58C4114-0BA5-4B67-9987-95ED9C614062,52.223-9,Estimate of Percentage of Recovered Material Content for EPA Designated Products.-Alternate I,23.406(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A021E8DD-362D-4372-BC34-965476591CF4,52.230-2,Cost Accounting Standards.,30.201-4(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B49F1CE1-B958-498F-BFC1-965CD5B797DC,52.247-3,Capability to Perform a Contract for the Relocation of a Federal Office.-Alternate I,47.207-1(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
47587831-3210-4BA2-9ADA-96779FF1D680,52.225-3,Buy American Act—Free Trade Agreements—Israeli Trade Act.-Alternate II,25.1101(b)(1)(iii),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2D7F185F-31C4-4644-AAB8-974FC7CE40A6,52.216-16,Incentive Price Revision—Firm Target.,16.406(a)3,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
67364245-AABB-42AD-BD6C-984ECB2B5F47,52.203-8,"Cancellation, Rescission, and Recovery of Funds for Illegal or Improper Activity.",3.104-9(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
CBDBD65C-7D97-437D-B480-98F116FDB517,52.246-17,Warranty of Supplies of a Noncomplex Nature.-Alternate IV,46.710(a)(5),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0D935E27-0FF9-4D89-8181-993AB78C9880,52.228-14,Irrevocable Letter of Credit.,28.204-4,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9D03093A-8F28-484B-AF37-9947D3B038FC,52.236-17,Layout of Work.,36.517,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DD817921-9DCA-4C3C-A99F-999A2DB6B7CB,52.248-3,Value Engineering—Construction.-Alternate I,48.202,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
ABBC0A50-B5D0-46EF-9963-99BD94CB9DBF,52.228-7,Insurance—Liability to Third Persons.,28.311-1,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
65E8C54E-D334-4455-8A50-99E9CA5671A1,52.245-18,Special Test Equipment.,45.307-3,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FAC87AFE-11DE-4216-8D8E-9A3FE647773D,52.246-24,Limitation of Liability—High-Value Items.,46.805(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E97C62CF-EDA4-4031-9945-9A77F2E9F1E6,52.232-12,Advance Payments.-Alternate II,32.412(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
CA7DD5BD-BC20-45F2-99A4-9B18CF1EB479,52.211-8,Time of Delivery.-Alternate II,11.404(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
AF2B39CE-4BAC-48B1-82F2-9B19F96AB96B,52.249-6,Termination (Cost-Reimbursement).-Alternate III,49.503(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
11A141FA-0822-466E-A30A-9BC3A44AB32E,52.211-5,Material Requirements.,11.304,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8900139F-2ACA-4972-BE5A-9C2B7220A92F,52.247-42,C.i.f. Destination.,47.303-14(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
