NAICSGuid,Code,Title
{314F0DF9-F5CF-4B6E-850B-45451BA032D7},52221,Credit Card Issuing
{34FF6759-9659-4F09-886F-457FBAFFC2D2},313240,Knit Fabric Mills
{76B6B957-C8FD-469E-9C9E-45821E2647A3},711212,Racetracks
{48D4CB07-E6E8-41A5-91C5-458403D363CB},311612,Meat Processed from Carcasses
{C052B359-1CBA-41A5-87F9-459A96651F6E},33522,Major Household Appliance Manufacturing
{BAB24AED-248F-4967-92AE-45A3FA483756},3253,"Pesticide, Fertilizer, and Other Agricultural Chem"
{0CFA4862-409B-4863-869B-45D68F9A2814},423690,Other Electronic Parts and Equipment Merchant Whol
{630AD670-DFD5-4017-BE9E-464AFAE8CE72},523130,Commodity Contracts Dealing
{730DF107-BD4D-40EB-B425-4654AD6B10DE},3362,Motor Vehicle Body and Trailer Manufacturing
{DFBB561E-19C4-428C-9F39-46992E35AE48},53121,Offices of Real Estate Agents and Brokers
{DF209671-737F-4A4A-8E4F-46C7DF9A25F7},52211,Commercial Banking
{2F26DA7B-0A86-4D4C-BB34-46D390D4EABC},541420,Industrial Design Services
{2E8470F3-C5A7-4D43-9C93-474CEECE4654},72231,Food Service Contractors
{48389091-8B52-4713-A7B8-474D6138C163},337121,Upholstered Household Furniture Manufacturing
{32473B12-DFC6-48C9-A37B-477244619796},56199,All Other Support Services
{B5454252-8C48-493C-B6E9-477247A28BC3},33592,Communication and Energy Wire and Cable Manufactur
{E95F3FA5-66E9-4A67-8BFA-477B6984BB2D},33699,Other Transportation Equipment Manufacturing
{E58523E8-B947-4FD6-9484-477D45ED9497},621391,Offices of Podiatrists
{522B16EE-EF30-4FE5-959C-47A7C92085F3},333414,Heating Equipment (except Warm Air Furnaces) Manuf
{37EB50AF-C782-4324-93E7-47B4AD8DBE8C},311411,"Frozen Fruit, Juice, and Vegetable Manufacturing"
{94FCF360-661C-4233-A12F-47D60695B6F3},22133,Steam and Air-Conditioning Supply
{F7D3E94C-6A15-4866-9006-47D77DF2C14B},62399,Other Residential Care Facilities
{3951381C-B292-4BB1-82FE-47F96993D3F3},812921,Photofinishing Laboratories (except One-Hour)
{77DB8A0C-FD17-43B9-97F5-481098D3FAC6},491110,Postal Service
{18729D01-0496-4632-89BF-48173E046616},11199,All Other Crop Farming
{490E0D28-4A8F-44C6-867E-4834478BD5EA},424440,Poultry and Poultry Product Merchant Wholesalers
{EEF905AB-33BF-4E86-9F89-484235961586},6117,Educational Support Services
{6981DBCB-0242-461F-9879-4884AA9C6A69},32311,Printing
{2354C25F-FD7A-45D2-BE73-488CDE3FE3D0},525910,Open-End Investment Funds
{0235CCC2-C39A-4423-94FA-488EB102EADE},111339,Other Noncitrus Fruit Farming
{97F35996-1155-434B-B0C6-48918CCBEF65},32721,Glass and Glass Product Manufacturing
{961A52C9-6403-4A1C-884F-489A66C85138},2362,Nonresidential Building Construction
{DCBFC3C1-4F52-4BDD-9583-48A1980509AD},336510,Railroad Rolling Stock Manufacturing
{3DBB11B7-87F3-4EAF-A44C-48B821B11357},44413,Hardware Stores
{3508128C-87F1-4B3A-B107-48DD75D2F6CD},44421,Outdoor Power Equipment Stores
{9A2B5B73-8660-4593-8D01-48EA0E87CEF5},33312,Construction Machinery Manufacturing
{9500A00F-8CC3-419B-A4DB-48F6E82A2244},11234,Poultry Hatcheries
{F2494343-34F3-4059-BE1A-48FB93F37BBB},54181,Advertising Agencies
{334A95DE-A46E-4F1E-BB85-490C17353560},53221,Consumer Electronics and Appliances Rental
{7671127D-4958-46B0-8083-4951932BF877},3327,"Machine Shops; Turned Product; and Screw, Nut, and"
{C31B0BE8-763E-4E83-A35B-49521358D447},337124,Metal Household Furniture Manufacturing
{D03EEBB4-628F-4341-B6BE-497BC2AC80D6},32711,"Pottery, Ceramics, and Plumbing Fixture Manufactur"
{10ADD62B-F1C4-4F3A-9D35-49918C5281F3},31699,Other Leather and Allied Product Manufacturing
{3B4098A2-3DAD-4074-B1DD-4A0218AF7248},1129,Other Animal Production
{6E0568C0-2FFF-4ADF-AB00-4A5DB6805F24},3339,Other General Purpose Machinery Manufacturing
{3E75F3BA-CE42-4B0A-9D67-4A65D8502A31},23891,Site Preparation Contractors
{74744CA2-B9F5-46BA-A37C-4AAAFD9B990C},511140,Directory and Mailing List Publishers
{FD92C5C7-44B6-48D1-82E5-4AFD2DC31C50},531,Real Estate
{7DD33168-B0F1-429D-9286-4B00B6DE0F37},541850,Outdoor Advertising
{35273BE6-FA1A-47E1-AE03-4B15A84BEAC5},334613,Blank Magnetic and Optical Recording Media Manufac
{EAA2E986-ED43-4B9C-9C44-4C347DE01B07},7115,"Independent Artists, Writers, and Performers"
{E2007FBA-4AA2-4B59-B998-4C3F0A18531A},33992,Sporting and Athletic Goods Manufacturing
{8652A22D-23EB-43E2-A73B-4C5A74BDEA60},32199,All Other Wood Product Manufacturing
{515B60A4-EA43-4FF3-B1E4-4C65E628FB49},425,Wholesale Electronic Markets and Agents and Broker
{630B6166-C50B-4DCC-B1B4-4C81F7CB71FB},212324,Kaolin and Ball Clay Mining
{905616D7-1F7A-4C71-8414-4C83922BB0A1},333995,Fluid Power Cylinder and Actuator Manufacturing
{C3D6B9CD-F8EA-44F9-9A09-4CD90E69825D},524126,Direct Property and Casualty Insurance Carriers
{10B943C4-0346-4C0C-98AA-4CED2C8C8456},3279,Other Nonmetallic Mineral Product Manufacturing
{E642DE19-7274-4F6B-9D73-4D00D521DA73},33991,Jewelry and Silverware Manufacturing
{5FDA76C1-C825-4092-A442-4D0554359354},561599,All Other Travel Arrangement and Reservation Servi
{31AB9D5C-2D9F-49F8-ACFA-4D1E5A14BF55},561439,Other Business Service Centers (including Copy Sho
{0B5B75C7-00B3-4EA6-AE08-4D27CC52F37E},336991,"Motorcycle, Bicycle, and Parts Manufacturing"
{9ED13704-F80D-4997-A397-4D3FF4136CF3},62322,Residential Mental Health and Substance Abuse Faci
{AC5177BF-6C2B-4D0B-84C7-4D491D58B1E9},44122,"Motorcycle, Boat, and Other Motor Vehicle Dealers"
{CC6A6ED3-E659-4823-8FFF-4D77D137649F},522,Credit Intermediation and Related Activities
{E1CEAC9A-AA51-4723-82D3-4DA18B284EB6},332313,Plate Work Manufacturing
{7BBDDCF9-BBDE-4334-A609-4DAB29039EB6},713910,Golf Courses and Country Clubs
{8924FD30-82EC-42E8-B476-4DBC3D415382},335991,Carbon and Graphite Product Manufacturing
{245B3482-E085-443C-B2D0-4DD4D12D04BE},62132,Offices of Optometrists
{EB325D31-C729-4356-9384-4DD5D069AD6A},541620,Environmental Consulting Services
{F236BA2F-657B-4352-8F2B-4E4CE4EF2E24},522320,"Financial Transactions Processing, Reserve, and Cl"
{8B6EB992-FF97-4F93-8FFC-4E54F8466347},7224,Drinking Places (Alcoholic Beverages)
{AF71B184-AB93-43D1-B6AD-4E59F7A9CE06},331315,"Aluminum Sheet, Plate, and Foil Manufacturing"
{BAE9000B-BB11-48CE-8091-4E8426014001},712190,Nature Parks and Other Similar Institutions
{4FB970BE-F688-474C-BA80-4ED906056193},62139,Offices of All Other Health Practitioners
{6EF3ABDD-B908-4A03-9E1A-4EEFE213902B},213112,Support Activities for Oil and Gas Operations
{685FEB7A-42C1-4310-9CE9-4EF101149112},114111,Finfish Fishing
{1590CBAE-5EF6-4A6D-B6C5-4F1DEFE42C3A},451212,News Dealers and Newsstands
{3807885A-78D7-4E51-9754-4F66549C307F},3151,Apparel Knitting Mills
{8D8C699E-52E0-49AB-B429-4F79CF482953},62321,Residential Intellectual and Developmental Disabil
{15A965DA-CEF9-4482-81B0-4F9A4E87468F},811310,Commercial and Industrial Machinery and Equipment
{BDD61B1C-5007-4AD0-8881-4F9ADD1591F3},92113,Public Finance Activities
{DEAE3C4C-F931-4C43-AFAC-4FD636558D09},48-49,Transportation and Warehousing
{91D3B81B-183B-498F-9B50-4FDCCCFB8DD4},1114,"Greenhouse, Nursery, and Floriculture Production"
{4FAF3A0E-2A02-4749-895F-4FF3FAA1FB05},327331,Concrete Block and Brick Manufacturing
{3938D1B6-7800-4CEE-9BD5-4FF9E99C4119},42373,Warm Air Heating and Air-Conditioning Equipment an
{47E1D04D-70AD-43C5-9D25-5020D7833360},212112,Bituminous Coal Underground Mining
{330B709C-1485-46F0-AC87-5033F231BCB3},71113,Musical Groups and Artists
{8EF937A5-CB34-47BA-AC80-5047146D8450},72112,Casino Hotels
{EFE87CFF-321E-41D9-8E89-505E517E71F8},325998,All Other Miscellaneous Chemical Product and Prepa
{86CDAF3A-42DA-41BD-A55C-505F26942DE9},32591,Printing Ink Manufacturing
{4B6F53B8-1E93-458D-9A30-50E77B3D386B},541199,All Other Legal Services
{165E2E82-1B4E-4936-8266-50F5E0DCC06F},237110,Water and Sewer Line and Related Structures Constr
{A6E5A007-AFC3-47EA-9DA4-50FC621136FE},4471,Gasoline Stations
{404A2BBF-E4AE-4BAA-8D4E-51056152C77A},45231,"General Merchandise Stores, including Warehouse Cl"
{59B84681-B851-444D-A340-510B1A259C3F},522120,Savings Institutions
{D11CE899-8A9B-41F5-8A75-511A95B44A9B},333923,"Overhead Traveling Crane, Hoist, and Monorail Syst"
{A46765FE-2B3E-46CC-881D-5167112D66FE},621310,Offices of Chiropractors
{6A809E26-E07E-4AED-9CE4-5182DA8805DD},4852,Interurban and Rural Bus Transportation
{2FCF3EE9-6B6C-4164-9917-5186CC49B673},221118,Other Electric Power Generation
{709CB2DF-AD04-4409-B6AC-51AA8F1E884E},111422,Floriculture Production
{88881214-A1D0-4038-BFD5-51B3F382A478},2111,Oil and Gas Extraction
{25ED6E43-7B7E-4924-96C2-51B476BB6B3F},6242,"Community Food and Housing, and Emergency and Othe"
{6550AE21-29E3-4903-A557-51F7069CC68C},4235,Metal and Mineral (except Petroleum) Merchant Whol
{1A75B01C-A59C-46C6-8DD1-523CC79D5438},31499,All Other Textile Product Mills
{CC8A9280-78A5-4F40-8652-524741E556F8},52222,Sales Financing
{D75DA5E9-AA94-43D7-8244-52591158BB4C},311211,Flour Milling
{5A23B3BA-95D1-4A29-81B8-5278BAFC2D5B},32511,Petrochemical Manufacturing
{249ACDFF-2248-410A-914C-529459216EC5},71392,Skiing Facilities
{CA966BC7-BD23-46CF-833A-52E761BBDBE0},511110,Newspaper Publishers
{D58DD767-9883-455D-8DCA-52EACB9B4808},424430,Dairy Product (except Dried or Canned) Merchant Wh
{E2A37864-434A-4A8A-831A-52ECCBC80997},311421,Fruit and Vegetable Canning
{D8ED8E7C-6961-49BC-A3EA-530FD9D38CA7},541922,Commercial Photography
{75B95FF8-D847-41FE-89B0-5315F9B3D25C},327999,All Other Miscellaneous Nonmetallic Mineral Produc
{A8EE5DEF-B1B4-419A-90EF-532AA58C27F8},5511,Management of Companies and Enterprises
{675D9AFC-88AA-49B6-B1FC-533CADBD9708},4531,Florists
{6741CE87-D61C-45D9-9B35-5354484032BE},621420,Outpatient Mental Health and Substance Abuse Cente
{CADD7335-56E6-474B-AE73-53737BC4FF18},62161,Home Health Care Services
{7CB480B3-1A9D-4BA7-9BD8-53ABE4FECD54},512250,Record Production and Distribution
{3E7A24AE-193E-4845-AAAA-53B652E4E941},62141,Family Planning Centers
{357CFECE-A579-455B-8A64-53D092EE5D3A},5417,Scientific Research and Development Services
{BE09C5CE-3815-4C83-9AFB-5411BBB2E8C0},481111,Scheduled Passenger Air Transportation
{1548D4D4-E74A-474C-A216-5442B5F816C2},81219,Other Personal Care Services
{AAFBE045-3A1D-4CF5-B119-544B0215FC6C},315990,Apparel Accessories and Other Apparel Manufacturin
{B465159A-6004-45DD-B462-5472D9871164},33311,Agricultural Implement Manufacturing
{76B6B2A5-58BD-4F4F-8C97-548044FE075A},337110,Wood Kitchen Cabinet and Countertop Manufacturing
{EAEA431F-A16A-4554-907D-54900D8C8880},493130,Farm Product Warehousing and Storage
{2FE2C923-52A1-4492-A1FB-54B169521C13},3322,Cutlery and Handtool Manufacturing
{EC1A4A3F-0902-4FFE-845E-54B4C3489B84},722330,Mobile Food Services
{9F177B0F-EE1F-4FDC-BEB4-54CD6726DEBE},926150,"Regulation, Licensing, and Inspection of Miscellan"
{D3D97AF2-ADBA-4E6F-A52F-55162864A73B},42392,Toy and Hobby Goods and Supplies Merchant Wholesal
{41A9D72A-E129-449F-9BC9-5537CA35F177},487110,"Scenic and Sightseeing Transportation, Land"
{6C828B6F-8880-4E10-B640-5546460A4F1D},52219,Other Depository Credit Intermediation
{8D0CB004-EB23-43E6-9A4C-5563A53259E8},454390,Other Direct Selling Establishments
{4056702B-3EF2-420D-BC1D-55647BF93727},337215,"Showcase, Partition, Shelving, and Locker Manufact"
{AF8D6DDF-1EFB-4EE9-B9EA-55A569088960},44612,"Cosmetics, Beauty Supplies, and Perfume Stores"
{DEE98CC7-F197-4B3E-9C31-55BCF5CA7D5C},23611,Residential Building Construction
{D31D122D-AB01-45AC-9B41-55F2F830FC10},11311,Timber Tract Operations
{B0273A0A-6589-4453-AD8B-5603636C6D73},541370,Surveying and Mapping (except Geophysical) Service
{55C798A5-0BFF-40E0-A288-56294F557E6B},532420,Office Machinery and Equipment Rental and Leasing
{8711889D-98A5-4C29-A64F-563B989380E3},448310,Jewelry Stores
{2AD13BB1-29CC-462E-89DA-5697120B3FDC},54184,Media Representatives
{68FD28DD-C6D3-4963-80CA-569C9BAB2B92},21112,Crude Petroleum Extraction 
{C301B948-E059-478F-82AF-569DED8974B8},424920,"Book, Periodical, and Newspaper Merchant Wholesale"
{5F6B5CF2-E1F5-4215-8C52-56AC2C7A0C1A},334413,Semiconductor and Related Device Manufacturing
{469A1F9F-5B31-4A7B-9BC8-56ED5B00DFBB},23,Construction
{8CB013DD-8E46-4AD1-9270-56F2E4E751B1},42493,"Flower, Nursery Stock, and Florists' Supplies Merc"
{4CB33372-A6B6-40BF-A896-57272121DBD4},423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant"
{28A43A04-175C-4B0D-A03C-573C6F1F8E39},3399,Other Miscellaneous Manufacturing
{BB5AA3EE-0E4C-498D-BE12-5742C9C66456},314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric M"
{1F0A8FE1-BA20-4E83-9A9D-5744A65A8084},33111,Iron and Steel Mills and Ferroalloy Manufacturing
{7142FB6B-D4C8-4269-9ACA-576127BC17A0},53241,"Construction, Transportation, Mining, and Forestry"
{DE6E22C8-6A49-4449-921F-577B66A3F7BC},532281,Formal Wear and Costume Rental
{5019ED3C-F235-43C2-B68B-57883903A9DB},237,Heavy and Civil Engineering Construction
{5AE2E62E-BAC6-48E9-BD3F-57A03EB339DC},5223,Activities Related to Credit Intermediation
{D05C4BBA-1CA7-4444-955A-57A72B322B2D},541714,Research and Development in Biotechnology (except
{C02796A2-BBC3-4F03-8275-57AA41F70590},51229,Other Sound Recording Industries
{F33DD1B7-68AE-4B2D-96FD-57B70AC6D0F9},7112,Spectator Sports
{6F90386C-3287-4423-B1D8-584457D36D6C},31181,Bread and Bakery Product Manufacturing
{5C7C0A48-FE3B-4D51-A4F0-5856096B7D06},81399,"Other Similar Organizations (except Business, Prof"
{F09E575B-24A9-421B-B43F-585A7D2B1DCB},111332,Grape Vineyards
{08D707EE-965E-4DCF-B083-5866A7C1B552},541860,Direct Mail Advertising
{C862AE81-0864-4F77-AD52-5897B6A2F909},52313,Commodity Contracts Dealing
{7260DBAE-E626-429B-9BB7-58AC67921131},212312,Crushed and Broken Limestone Mining and Quarrying
{9CFE49C8-A765-41E9-A129-58B7D50DD64B},52231,Mortgage and Nonmortgage Loan Brokers
{AC9DB12E-7F67-43A6-8851-58D71CE9FBC8},7111,Performing Arts Companies
{CAB9A4DC-AFFE-4B15-BD89-59493068CCE7},48411,"General Freight Trucking, Local"
{30BCCE5D-70F9-4F3A-B62D-5960B5F15179},111336,Fruit and Tree Nut Combination Farming
{3E608944-3AE5-4598-B638-598335C09563},337214,Office Furniture (except Wood) Manufacturing
{0A032457-0EDA-4555-A33E-59AD6F29A6E6},3256,"Soap, Cleaning Compound, and Toilet Preparation Ma"
{88E7A6A1-6F3E-453E-8D8F-59BBE52A4D63},3117,Seafood Product Preparation and Packaging
{EF0CD820-DCDF-447F-B479-59CB00D65609},3169,Other Leather and Allied Product Manufacturing
{BCD783D2-7315-4ADF-A917-59D72A982DAE},6215,Medical and Diagnostic Laboratories
{16CE41E9-0F5B-49D2-88D1-59E8CA3F2591},481219,Other Nonscheduled Air Transportation
{0AA2292A-3611-40DE-A96B-5A085209E0DF},5313,Activities Related to Real Estate
{3D4C6EEB-D35D-45FE-BD27-5A173B0379A7},333120,Construction Machinery Manufacturing
{D4325C86-7611-4615-A1F3-5A2890E65F04},441228,"Motorcycle, ATV, and All Other Motor Vehicle Deale"
{F265A110-DD99-46EB-BD1D-5A57207FF10C},31183,Tortilla Manufacturing
{994AD89A-D3BD-4A67-94E9-5A60C2A233C8},325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemi"
{291E6538-0D01-44E0-8C93-5A72E91466D8},493,Warehousing and Storage
{A1EA29AD-9651-4C7A-888D-5A8C51C4A0EA},812910,Pet Care (except Veterinary) Services
{10F500F7-86D8-443D-8E3D-5AC892B5F7AC},522294,Secondary Market Financing
{BED1AFF7-0352-4E57-9E49-5ADC19F673E1},339993,"Fastener, Button, Needle, and Pin Manufacturing"
{FD974D49-7D63-4ADB-8241-5B1239E5EB9E},321211,Hardwood Veneer and Plywood Manufacturing
{D6D629B1-7210-4951-8440-5B2DBBA66157},921110,Executive Offices
{53F2D1F5-2888-4C75-AD8B-5B4421A4F444},23839,Other Building Finishing Contractors
{3333E9B2-D850-4940-BEED-5B7E068DFAB6},333241,Food Product Machinery Manufacturing
{B88A2F51-94D1-4058-B757-5B8E1C9FB1AE},111320,Citrus (except Orange) Groves
{61824812-4C8C-4D2A-A245-5BABA5073B62},238220,"Plumbing, Heating, and Air-Conditioning Contractor"
{DE9D9E81-8616-42F9-A291-5BB6DE77D552},624310,Vocational Rehabilitation Services
{629E38CB-7D51-4876-9828-5BC1A278CD33},81291,Pet Care (except Veterinary) Services
{F791353F-7A54-416A-A7DD-5C0B13476EF8},485119,Other Urban Transit Systems
{A00B8C52-1241-456D-8318-5C34EEFD073F},71393,Marinas
{A643E2F5-1B4F-45C6-815D-5C3AA4CA5AFC},45311,Florists
{C2953672-2FDE-4A33-BEDB-5C4FA3671C6C},621610,Home Health Care Services
{720C595B-09A8-4B1E-A3F4-5C65F1310673},332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flat"
{C6BAB693-F9EB-4D40-B5D9-5C834940E462},81393,Labor Unions and Similar Labor Organizations
{8721EB1A-C6F1-40FD-89F2-5C83FBE4218B},721214,Recreational and Vacation Camps (except Campground
{C9F0E4FF-BE1D-4282-A7EB-5CA8C16567D0},4841,General Freight Trucking
{0A43E26B-6284-4DE4-B2AE-5CABE7650ABD},44512,Convenience Stores
{986A696D-9F4F-4661-A7D7-5CAFB9D26500},31491,Textile Bag and Canvas Mills
{33F199D6-A4D6-4B77-A2CA-5D3C22565105},711510,"Independent Artists, Writers, and Performers"
{0F79D1BA-D20D-43D1-BF7E-5D58DCCE7152},331,Primary Metal Manufacturing
{FBDACE70-2A18-491F-9AEC-5DBA4DE30E38},335210,Small Electrical Appliance Manufacturing
{A5B9851D-6638-41FE-A8D2-5DF92E8E60A6},23832,Painting and Wall Covering Contractors
{E666B96E-592F-4291-AC8E-5E0B19BBD124},51224,Sound Recording Studios
{6B2CD21E-F83D-42CF-9492-5E28EF87CF0F},33591,Battery Manufacturing
{D07A634F-1D84-4F82-95D1-5E4654AA7D12},11211,"Beef Cattle Ranching and Farming, including Feedlo"
{78FCE96E-8A54-4627-9F11-5E4C3275DD55},72131,"Rooming and Boarding Houses, Dormitories, and Work"
{E48E8C7D-7FF8-4280-B517-5E5CEA627755},44815,Clothing Accessories Stores
{90582A99-FABD-4ABF-9E05-5E6AED5B374F},518,"Data Processing, Hosting, and Related Services"
{E9BB60A9-6B88-47E2-891B-5EAAB094E829},45421,Vending Machine Operators
{A4514759-207D-495E-AAEE-5ED1140AABD7},48849,Other Support Activities for Road Transportation
{B9AC63F7-E53E-458D-88AA-5EE1DE5EF6A1},928110,National Security
{8715FB60-7A7E-4229-AA1D-5F2A2F51DA86},11511,Support Activities for Crop Production
{6B40EA79-A7A6-4707-860F-5F3683C3A8F3},611210,Junior Colleges
{A5E5599D-DD9D-4EB8-939F-5F3759AB0F0C},32733,"Concrete Pipe, Brick, and Block Manufacturing"
{2535DD11-D91D-4313-9190-5F44C38FCDB1},325199,All Other Basic Organic Chemical Manufacturing
{9E1280F0-5C3B-4E34-A12D-5F5403E42FA6},52,Finance and Insurance
{8C4B43EF-EA35-468A-9490-5FA3406C6618},56291,Remediation Services
{E186F421-62BD-4754-ACCE-5FBD014715FD},221111,Hydroelectric Power Generation
{076260C3-490B-41B7-8948-5FC21A98C9F3},812112,Beauty Salons
{6B9FE0BE-3548-4560-B381-5FDE7978D7C8},311930,Flavoring Syrup and Concentrate Manufacturing
{0CB7B3F1-39D8-4FE8-B1FD-60046F89FB9A},9251,"Administration of Housing Programs, Urban Planning"
{9B592E82-6762-49F3-AD31-601508C88451},23821,Electrical Contractors and Other Wiring Installati
{70DEDE55-19F8-45EF-B7B8-601E5CE96F61},444130,Hardware Stores
{3F23E76B-4954-47FF-89E1-6061D2765440},333244,Printing Machinery and Equipment Manufacturing
{377E5DD3-AD6B-479D-BB02-60842134CA77},56131,Employment Placement Agencies and Executive Search
{CA0E773E-ED29-47EB-A863-60D4DF339BF6},42332,"Brick, Stone, and Related Construction Material Me"
{7F5067C4-74FB-4696-818C-60F2D0DADD23},4247,Petroleum and Petroleum Products Merchant Wholesal
{48202813-30DD-47E1-A3C3-60F52BB1FB0E},713,"Amusement, Gambling, and Recreation Industries"
{E2E38D64-733F-4F6F-AF05-6111181D1B1B},48833,Navigational Services to Shipping
{C8115A2B-2B30-4F11-A0DB-6120180CDFA2},31199,All Other Food Manufacturing
{A7ED25F8-C756-441A-B34E-61441B15E194},316992,Women's Handbag and Purse Manufacturing
{604BE960-E559-4C6D-8041-614C12190735},33911,Medical Equipment and Supplies Manufacturing
{AD8A36B4-8E99-4D23-B06D-6155144DC83D},32732,Ready-Mix Concrete Manufacturing
{EC8AE9A9-A798-4090-BF07-61D565CC70B9},445110,Supermarkets and Other Grocery (except Convenience
{B890767E-05AA-46D2-BE12-61F2BD05A507},23817,Siding Contractors
{E32B7935-B086-45DB-9AD2-620FC87E1152},92213,Legal Counsel and Prosecution
{066956A2-E942-43BB-8829-6226FFFD2F82},332321,Metal Window and Door Manufacturing
{47C0BF21-7DDC-4DCF-9833-6235F4DE32A4},61131,"Colleges, Universities, and Professional Schools"
{DF671E00-BD70-4240-AE37-62463325FF8C},5239,Other Financial Investment Activities
{9DBB3C6D-BB10-42D4-8B96-6248FAB9F372},511210,Software Publishers
{DD5CFE9F-F0AE-46F0-87B8-6252334331B9},611620,Sports and Recreation Instruction
{C39C15F2-BB94-403A-9CA3-629868DA3E3F},45113,"Sewing, Needlework, and Piece Goods Stores"
{E9F73846-65EE-4571-9FD2-629E754955B3},321214,Truss Manufacturing
{87D5F537-953B-4E37-88EC-62C7F82CA6BF},4245,Farm Product Raw Material Merchant Wholesalers
{AE80CAEE-8197-411F-AAD1-62F25EAD825B},311111,Dog and Cat Food Manufacturing
{6FBFE4C5-D441-40DA-B01E-6321317679E3},326199,All Other Plastics Product Manufacturing
{CA139F27-64AF-4285-9608-634197E5FC73},423830,Industrial Machinery and Equipment Merchant Wholes
{AC0A57E9-B9F7-4CEA-A1AA-6351650193EB},32629,Other Rubber Product Manufacturing
{70935547-8017-4311-B95D-6356BC292DE3},325312,Phosphatic Fertilizer Manufacturing
{FF40F139-D423-4907-8E3A-6359C5C6848E},11221,Hog and Pig Farming
{25F240FA-DC58-40DC-9542-63951D0BE057},52311,Investment Banking and Securities Dealing
{FA9AC6F3-D7FA-4FD3-8761-63CC2DC0FFD7},42362,"Household Appliances, Electric Housewares, and Con"
{044B0C2C-BE22-4D6B-8FC8-63D50EF79149},32599,All Other Chemical Product and Preparation Manufac
{FFD9DF74-58AC-47A8-9E61-63F9C3C24186},444220,"Nursery, Garden Center, and Farm Supply Stores"
{6300843D-C53E-4356-8915-643A7F3E3CB7},813920,Professional Organizations
{8B8CBF1B-F6B0-4937-B47A-644CB62D92AC},45112,"Hobby, Toy, and Game Stores"
{E436B915-EB9B-4056-B988-64D37D50DADC},112511,Finfish Farming and Fish Hatcheries
{E8539DD8-291D-457F-8ABA-64EC05FBE23C},81149,Other Personal and Household Goods Repair and Main
{D7EDCBC9-583B-4A0A-8BA3-6573C7762B78},62131,Offices of Chiropractors
{05517440-4314-43DC-8EAE-657FB0E26733},221116,Geothermal Electric Power Generation
{639C10DC-7DB0-48DF-A0AC-65B571E1541B},331529,Other Nonferrous Metal Foundries (except Die-Casti
{5E6398E2-7D5D-400B-8E68-65F033EB3112},238210,Electrical Contractors and Other Wiring Installati
{89ED6B81-6CA5-4ACA-ABED-662C7FE4A5F9},32741,Lime Manufacturing
{F2B57314-41C2-419D-AC2B-6659EC1E8D14},52592,"Trusts, Estates, and Agency Accounts"
{1247586E-48A2-4722-A55B-666C2942D5F7},111940,Hay Farming
{FE3B44F6-91A6-43D0-B72B-667803510CDA},11292,Horses and Other Equine Production
{C7419464-5DC5-4166-9F7F-66A55398B9C0},312120,Breweries
{AD982E1B-BFF6-4BE5-93A6-66E2B6865414},51223,Music Publishers
{7E2D259B-014F-4777-98CC-66F07B0720FC},721211,RV (Recreational Vehicle) Parks and Campgrounds
{5C1CBC23-2110-448A-8BEC-66F8A94DCD7C},326299,All Other Rubber Product Manufacturing
{EA4DF317-FAF9-42F2-8A31-6746199B6A0E},334310,Audio and Video Equipment Manufacturing
{74564AF4-347E-40FB-BE15-6747DEB2614B},33791,Mattress Manufacturing
{612F27F9-FBEB-446B-9F2C-67551308E457},31213,Wineries
{59CD0340-EC51-4E96-AC5A-67594A2B9863},335999,All Other Miscellaneous Electrical Equipment and C
{12C23516-B911-4468-86C8-67BD4796E9C7},811191,Automotive Oil Change and Lubrication Shops
{7D373C81-1A9A-4A1C-AFC8-67F11DDFC1E1},523991,"Trust, Fiduciary, and Custody Activities"
{99F43CB8-0926-4033-9882-67F3D6F9E1A6},238160,Roofing Contractors
{629F192A-BCBB-4423-A561-680C71BA6C77},515112,Radio Stations
{B8D94CAF-C27E-410B-9571-6825FC6F42BE},33651,Railroad Rolling Stock Manufacturing
{23615787-93EA-414B-9E4F-683DFEDBA6E7},33411,Computer and Peripheral Equipment Manufacturing
{158A534E-6AEA-48FF-8133-68432BA8E090},32615,Urethane and Other Foam Product (except Polystyren
{1DB2C923-0D6B-4069-86B8-68434206F294},541690,Other Scientific and Technical Consulting Services
{D9FCB5EF-862F-49BC-AF15-68553EF1BDBE},453310,Used Merchandise Stores
{62A327A5-6933-4944-B370-6856A8A826AA},71111,Theater Companies and Dinner Theaters
{76CFCFE6-43B2-463E-BCD5-6864B81DF0CF},523,"Securities, Commodity Contracts, and Other Financi"
{C036188C-EA32-48B5-B127-68654AE3E8CB},3391,Medical Equipment and Supplies Manufacturing
{C831DE09-4973-4901-B5B9-687CF04A840A},4412,Other Motor Vehicle Dealers
{0AA03A04-1C84-45B5-9F7A-687D524A1C74},312130,Wineries
{900898BE-BE26-403F-B0FB-68B5B855E9F8},5191,Other Information Services
{D2C40443-903B-4004-BA18-691F81596887},31134,Nonchocolate Confectionery Manufacturing
{A7E241E7-7660-4181-BE9F-6935BC027673},5241,Insurance Carriers
{60192695-8781-4C6E-A4B6-69B732395C3B},424420,Packaged Frozen Food Merchant Wholesalers
{555B010A-56BC-4EFB-8657-69D08FA82223},923110,Administration of Education Programs
